cohort,bdchm_label,phv,phs,pht,var_desc,var_units,case_stmt,bdchm_entity,bdchm_varname,bdchm_unit,onto_id,associatedvisit,participantidphv,ageinyearsphv,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,unit_casestmt,row_good
fhs,creatinine in urine,phv00219357,phs000007,pht004362,creatinine (hilic) (sample type: urine),,,MeasurementObservation,creat_urin,mg/dL,OBA:VT0010540,FHS OFFSPRING EXAM 6,phv00219228,,,,,,1.0,1,,0,0,,0
fhs,creatinine in urine,phv00227046,phs000007,pht004802,urine creatinine (sample type: urine),mg/dL,,MeasurementObservation,creat_urin,mg/dL,OBA:VT0010540,,,,,,,,,1,1.0,0,0,,0
fhs,creatinine in urine,phv00219548,phs000007,pht004363,urine creatinine,mg/dL,,MeasurementObservation,creat_urin,mg/dL,OBA:VT0010540,,,,,,,,,1,1.0,0,0,,0
fhs,creatinine in urine,phv00172162,phs000007,pht002889,creatinine (sample type: urine),mg/dL,,MeasurementObservation,creat_urin,mg/dL,OBA:VT0010540,,,,,,,,,1,1.0,0,0,,0
fhs,creatinine in urine,phv00080752,phs000007,pht001039,urine creatinine 24 hour total,mg/d,,MeasurementObservation,creat_urin,mg/dL,OBA:VT0010540,,,,,,,,,1,,0,0,,0
fhs,creatinine in urine,phv00227286,phs000007,pht004809,urine creatinine mg/d,mg/d,,MeasurementObservation,creat_urin,mg/dL,OBA:VT0010540,,,,,,,,,1,,0,0,,0
fhs,creatinine in urine,phv00070900,phs000007,pht000685,"concentration of urine creatinine, mm",mm,,MeasurementObservation,creat_urin,mg/dL,OBA:VT0010540,FHS OFFSPRING EXAM 7,phv00069668,,,,,,1.0,1,,0,0,,0
