cohort,bdchm_label,phv,phs,pht,var_desc,var_units,case_stmt,bdchm_entity,bdchm_varname,bdchm_unit,onto_id,associatedvisit,participantidphv,ageinyearsphv,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,unit_casestmt,row_good
fhs,glucose in blood,phv00008731,phs000007,pht000032,glucose in blood,,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,FHS OFFSPRING EXAM 3,phv00008743,,,,,,1.0,1,,0,0,,0
fhs,glucose in blood,phv00009125,phs000007,pht000033,glucose,,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,FHS OFFSPRING EXAM 4,phv00009127,,,,,,1.0,1,,0,0,,0
fhs,glucose in blood,phv00010133,phs000007,pht000035,blood analysis - glucose - baseline,,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,FHS OFFSPRING EXAM 6,phv00010138,,,,,,1.0,1,,0,0,,0
fhs,glucose in blood,phv00255372,phs000007,pht005144,glucose,,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,FHS GENERATION 3 EXAM 1,phv00255349,,,,,,1.0,1,,0,0,,0
fhs,glucose in blood,phv00008084,phs000007,pht000031,glucose,,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,FHS OFFSPRING EXAM 2,phv00008379,,,,,,1.0,1,,0,0,,0
fhs,glucose in blood,phv00369735,phs000007,pht007777,"blood glucose, exam 22",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00369733,phs000007,pht007777,"blood glucose, exam 20",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00276862,phs000007,pht006018,chemistry - glucose,mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00080801,phs000007,pht000040,"blood glucose, exam 27",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00369728,phs000007,pht007777,"blood glucose, exam 15",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00369726,phs000007,pht007777,"blood glucose, exam 13",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00080789,phs000007,pht000040,"blood glucose, exam 8",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00369722,phs000007,pht007777,"blood glucose, exam 6",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00080795,phs000007,pht000040,"blood glucose, exam 16",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00080793,phs000007,pht000040,"blood glucose, exam 14",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00277022,phs000007,pht006026,"blood glucose, exam 1 (includes fasting and non-fasting)",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00080796,phs000007,pht000040,"blood glucose, exam 17",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00080785,phs000007,pht000040,"blood glucose, exam 2",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00369729,phs000007,pht007777,"blood glucose, exam 16",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00080786,phs000007,pht000040,"blood glucose, exam 3",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
fhs,glucose in blood,phv00080800,phs000007,pht000040,"blood glucose, exam 26",mg/dL,,MeasurementObservation,glucose_bld,mg/dL,OBA:VT0000188,,,,,,,,,1,1.0,0,0,,0
