cohort,bdchm_label,phv,phs,pht,var_desc,var_units,bdchm_entity,bdchm_varname,bdchm_unit,onto_id,participantidphv,associatedvisit,ageinyearsphv,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,row_good
"chs","stroke","phv00108604","phs000287","pht001493","hospitalized for tia","","Condition","stroke","","OMOP:4212690","phv00108303","CHS YEAR 7","","","","",,1,1,,0,0,0
"fhs","taking vasodilators","phv00461402","phs000007","pht006006","medical history - cardiovascular medications: peripheral vasodilators (hydralazine, minoxidil, etc.)","","DrugExposure","tak_vasodil","","OMOP:21601560","","","","","","",,,1,,0,0,0
"fhs","medication use","phv00006165","phs000007","pht000026","medication use - eyedrops","","","","","","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,,,0,0,0
"chs","alcohol consumption","phv00101629","phs000287","pht001474","how many glasses of wine do you drink","","","","","","phv00101324","CHS YEAR 10","phv00102006","","","",,1,,,0,0,0
"fhs","atrial fibrillation","phv00001534","phs000007","pht000012","ecg: atrial fibrillation","","Condition","afib","","OMOP:313217","phv00001559","FHS ORIGINAL EXAM 10","","","","",,1,1,,0,0,0
"fhs","medication use","phv00004970","phs000007","pht000024","medication use: other cardiac medication","","","","","","phv00005557","FHS ORIGINAL EXAM 22","","","","",,1,,,0,0,0
"aric","cigarette smoking","phv00507406","phs000280","pht012504","ever smoked cigarettes [visit 7/ncs derived variable dataset. derive71]","","Observation","cig_smok","","OMOP:4282779","phv00507300","ARIC EXAM 7","phv00507307","","","",,1,1,,0,0,0
"fhs","taking insulin","phv00008805","phs000007","pht000033","insulin","","DrugExposure","tak_insulin","","OMOP:45882625","phv00009127","FHS OFFSPRING EXAM 4","","","","",,1,1,,0,0,0
"chs","taking insulin","phv00099346","phs000287","pht001450","take insulin","","DrugExposure","tak_insulin","","OMOP:45882625","phv00098771","CHS BASELINE 2","phv00098799","","","",,1,1,,0,0,0
"aric","diabetes","phv00512375","phs000280","pht012815","diabetes - lower cutpoint 140 mg/dl [cohort visit derived variables. derive61. visit 6]","","Condition","diabetes","","OMOP:201820","phv00512222","ARIC EXAM 6","phv00512229","","","",,1,1,,0,0,0
"fhs","stroke","phv00461917","phs000007","pht010724","cerebrovascular disease and opinion: first examiner opinion: hospitalized, er, or saw m.d. for tia or stroke","","Condition","stroke","","OMOP:4212690","","","","","","",,,1,,0,0,0
"fhs","taking statin medication","phv00006146","phs000007","pht000026","medication use - anti cholesterol drugs, (statins - e.g. lovastatin, pravastatin)","","DrugExposure","tak_statin","","OMOP:604501","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,1,,0,0,0
"aric","asthma","phv00419909","phs000280","pht009479","q4. since last contacted, asthma [medical conditions update form, mcu]","","Condition","asthma","","OMOP:4308356","phv00419900","MEDICAL CONDITIONS UPDATE FORM","","","","",,1,1,,0,0,0
"fhs","medication use","phv00006143","phs000007","pht000026","medication use - anti cholesterol drugs, (resins - e.g. questran, colestid)","","","","","","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,,,0,0,0
"aric","diabetes","phv00507395","phs000280","pht012504","diabetes - lower cut point 126 mg/dl [visit 7/ncs derived variable dataset. derive71]","","Condition","diabetes","","OMOP:201820","phv00507300","ARIC EXAM 7","phv00507307","","","",,1,1,,0,0,0
"fhs","diabetes","phv00080849","phs000007","pht000040","current diabetes status (using 200 mg/dl), exam 21","","Condition","diabetes","","OMOP:201820","phv00010783","FHS ORIGINAL EXAM 1-28","","","","",,1,1,,0,0,0
"fhs","taking calcium channel blockers","phv00007290","phs000007","pht000029","calcium channel blocker: number of times calcium channel blocker taken per day","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00007534","FHS ORIGINAL EXAM 27","","","","",,1,1,,0,0,0
"aric","history of myocardial infarction","phv00512122","phs000280","pht012814","history of myocardial infarction [cohort visit derived variables. visit 5]","","Condition","hist_my_inf","","OMOP:1340204","phv00512039","ARIC EXAM 5","phv00512050","","","",,1,1,,0,0,0
"fhs","history of myocardial infarction","phv00251014","phs000007","pht004814","electrocardiograph - part ii - myocardial infarction location: true posterior","","Condition","hist_my_inf","","OMOP:1340204","phv00250718","FHS OMNI 1 EXAM 2","","","","",,1,1,,0,0,0
"fhs","hypertension treatment","phv00006138","phs000007","pht000026","medication use - other anti-hypertensives","","DrugExposure","hypert_trt","","OMOP:4015732","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,1,,0,0,0
"aric","death","phv00206678","phs000280","pht004100","b. information from hospital discharge index or face sheet. is this event an in-hospital death q12 [cohort event eligibility form, cel]","","Person","death_stat","","OMOP:434489","phv00206746","ARIC COHORT","","","","",,1,1,,0,0,0
"whi","stroke","phv00193202","phs000200","pht003407","stroke","","Condition","stroke","","OMOP:4212690","phv00193141","WHI OUTCOMES - CLINICAL TRIALS + OBSERVATIONAL STUDY ADJUDICATED","","","","",,1,1,,0,0,0
"fhs","taking aldosterone receptor blockers","phv00004209","phs000007","pht000022","medicine use: k-sparing diuretics (aldactone, triamterene)","","DrugExposure","tak_aldorecepblk","","OMOP:4156739","phv00004525","FHS ORIGINAL EXAM 20","","","","",,1,1,,0,0,0
"fhs","taking alpha blockers","phv00007302","phs000007","pht000029","cardiovascular medications: alpha-2 blockers (prazosin, terazosin, doxazosin)","","DrugExposure","tak_alphablk","","OMOP:4333403","phv00007534","FHS ORIGINAL EXAM 27","","","","",,1,1,,0,0,0
"fhs","taking alpha blockers","phv00056931","phs000007","pht000397","alpha-blockers with diuretics","","DrugExposure","tak_alphablk","","OMOP:4333403","phv00057982","FHS OFFSPRING AND OMNI 1 SHHS 2","","","","",,1,1,,0,0,0
"chs","aspirin","phv00099556","phs000287","pht001450","aspirin/aspirin-containing medicines","","DrugExposure","aspirin","","OMOP:1112807","phv00098771","CHS BASELINE 2","phv00098799","","","",,1,1,,0,0,0
"fhs","taking oral hypoglycemic agents","phv00002969","phs000007","pht000019","interim history of medicine used: oral hypoglycemics","","DrugExposure","tak_orlhypoag","","OMOP:4162568","phv00003261","FHS ORIGINAL EXAM 17","","","","",,1,1,,0,0,0
"fhs","medication use","phv00006139","phs000007","pht000026","medication use - antiarrhythmics (quinidine, procainamide, norpace, disopyramide)","","","","","","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,,,0,0,0
"fhs","history of coronary artery bypass graft","phv00006203","phs000007","pht000026","coronary bypass surgery - interim","","Procedure","hist_cor_bypg","","OMOP:4336464","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,1,,0,0,0
"fhs","medication use","phv00006151","phs000007","pht000026","medication use - thyroxine (synthroid, etc)","","","","","","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,,,0,0,0
"whi","diabetes","phv00078471","phs000200","pht000998","diabetes now","","Condition","diabetes","","OMOP:201820","phv00078435","WHI ELIGIBILITY","phv00078437","","","",,1,1,,0,0,0
"jhs","peripheral arterial disease","phv00124565","phs000286","pht001921","10. b. measures. second left posterior tibia [visit 1] [ankle-brachial blood pressure]","","Condition","pad","","OMOP:3654996","phv00124549","JHS EXAM 1","","","","",,1,1,,0,0,0
"fhs","taking insulin","phv00004224","phs000007","pht000022","medicine use: insulin","","DrugExposure","tak_insulin","","OMOP:45882625","phv00004525","FHS ORIGINAL EXAM 20","","","","",,1,1,,0,0,0
"mesa","taking oral hypoglycemic agents","phv00176805","phs000209","pht003091","oral hypoglycemic agents","","DrugExposure","tak_orlhypoag","","OMOP:4162568","phv00176007","MESA CLASSIC EXAM 5","","","","",,1,1,,0,0,0
"fhs","medication use","phv00004959","phs000007","pht000024","medication use: potassium supplements","","","","","","phv00005557","FHS ORIGINAL EXAM 22","","","","",,1,,,0,0,0
"chs","vegetable consumption","phv00100176","phs000287","pht001451","rice","","","","","","phv00099663","CHS BASELINE 2","phv00100283","","","",,1,,,0,0,0
"aric","hypertension treatment","phv00512252","phs000280","pht012815","hypertension medications in past 4 weeks: self-reported [cohort visit derived variables. derive61. visit 6]","","DrugExposure","hypert_trt","","OMOP:4015732","phv00512222","ARIC EXAM 6","phv00512229","","","",,1,1,,0,0,0
"fhs","medication use","phv00006159","phs000007","pht000026","medication use - analgestic-non-narcotics (acetaminophen, etc)","","","","","","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,,,0,0,0
"cardia","taking diuretics","phv00119422","phs000285","pht001793","double diuretics to lose weight. q 12","","DrugExposure","tak_diuret","","OMOP:21601461","phv00119399","CARDIA EXAM 10","","","","",,1,1,,0,0,0
"aric","vegetable consumption","phv00205198","phs000280","pht004069","[vegetables]. in the past year, how often on average did you consume... carrots; 1 whole or 1/2 c. cooked. q18 [dietary intake form. dtib. visit 2]","","","","","","phv00205279","ARIC EXAM 2","","","","",,1,,,0,0,0
"fhs","taking vasodilators","phv00006137","phs000007","pht000026","medication use - peripheral vasodilators (hydralazine, minoxidil, etc)","","DrugExposure","tak_vasodil","","OMOP:21601560","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,1,,0,0,0
"mesa","fruit consumption","phv00218312","phs000209","pht004317","svd2 : cantaloupe","","","","","","phv00218303","MESA DIET EXAM 5","","","","",,1,,,0,0,0
"chs","hypertension treatment","phv00105911","phs000287","pht001490","ever treated with med. for bp","","DrugExposure","hypert_trt","","OMOP:4015732","phv00105099","CHS YEAR 5 NEW","","","","",,1,1,,0,0,0
"whi","taking beta blockers","phv00169611","phs000200","pht002754","f44 medication therapeutic class code","","DrugExposure","tak_betablk","","OMOP:21601741","phv00169602","WHI MAIN 44","","","","",,1,1,,0,0,0
"fhs","history of myocardial infarction","phv00274845","phs000007","pht006007","electrocardiograph: myocardial infarction location - anterior","","Condition","hist_my_inf","","OMOP:1340204","phv00274708","FHS ORIGINAL EXAM 31","","","","",,1,1,,0,0,0
"chs","atrial fibrillation","phv00108187","phs000287","pht001492","atrial fibrillation","","Condition","afib","","OMOP:313217","phv00107443","CHS YEAR 6","","","","",,1,1,,0,0,0
"chs","taking vasodilators","phv00106506","phs000287","pht001490","vasodilators, a mixed group","","DrugExposure","tak_vasodil","","OMOP:21601560","phv00105099","CHS YEAR 5 NEW","","","","",,1,1,,0,0,0
"chs","angina","phv00099021","phs000287","pht001450","angina","","Condition","angina","","OMOP:321318","phv00098771","CHS BASELINE 2","phv00098799","","","",,1,1,,0,0,0
"fhs","taking centrally acting agents","phv00006133","phs000007","pht000026","medication use - methyldopa (aldomet)","","DrugExposure","tak_cenactag","","OMOP:21602722","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,1,,0,0,0
"fhs","taking beta blockers","phv00250735","phs000007","pht004814","medical history - cardiovascular medications: beta blocker group","","DrugExposure","tak_betablk","","OMOP:21601741","phv00250718","FHS OMNI 1 EXAM 2","","","","",,1,1,,0,0,0
"chs","vegetable consumption","phv00100170","phs000287","pht001451","carrots/mixed vegetables contains carrot","","","","","","phv00099663","CHS BASELINE 2","phv00100283","","","",,1,,,0,0,0
"fhs","taking diuretics","phv00006858","phs000007","pht000028","cardiovascular medications: thiazide/k-sparing diuretics (dyazide, maxide, etc)","","DrugExposure","tak_diuret","","OMOP:21601461","phv00007095","FHS ORIGINAL EXAM 26","","","","",,1,1,,0,0,0
"fhs","taking centrally acting agents","phv00006134","phs000007","pht000026","medication use - alpha-1 agonist (clonidine, wytensin, guanabenz)","","DrugExposure","tak_cenactag","","OMOP:21602722","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00461961","phs000007","pht010724","ecg: hypertrophy, enlargement, and other ecg diagnoses: lvh","","Condition","lvh_ekg","","OMOP:4065282","","","","","","",,,1,,0,0,0
"aric","copd","phv00298002","phs000280","pht006479","d. conditions. q11b. currently have emphysema or copd [respiratory symptoms form. rse. visit 5]","","Condition","copd","","OMOP:44788836","phv00297979","ARIC EXAM 5","","","","",,1,1,,0,0,0
"fhs","race","phv00177601","phs000007","pht003094","sociodemographic questions-self administered: which of the following best describes your race (check all that apply): native hawaiian or other pacific islander","","Demography","race","","OMOP:4013886","phv00177237","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"chs","stroke","phv00107025","phs000287","pht001491","number times hospitalized for stroke","","Condition","stroke","","OMOP:4212690","phv00106520","CHS YEAR 5 OLD","","","","",,1,1,,0,0,0
"fhs","taking angiotensin receptor blockers","phv00006136","phs000007","pht000026","medication use - renin-angiotensin blocking drugs (ace) (captopril, enalapril, lisinopril)","","DrugExposure","tak_angiorecepblk","","OMOP:19402372","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,1,,0,0,0
"mesa","history of cardiovascular disease","phv00087859","phs000209","pht001123","angina pectoris","","Condition","hist_cvd","","OMOP:134057","phv00087848","MESA CLASSIC CVE","","","","",,1,1,,0,0,0
"fhs","taking calcium channel blockers","phv00056952","phs000007","pht000397","slow-release dihydropyridines other than nifedipine or amlodipine","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00057982","FHS OFFSPRING AND OMNI 1 SHHS 2","","","","",,1,1,,0,0,0
"chs","diabetes","phv00106406","phs000287","pht001490","1 'normal' 2 'ifg' 3 'new diabetes' 4 'k","","Condition","diabetes","","OMOP:201820","phv00105099","CHS YEAR 5 NEW","","","","",,1,1,,0,0,0
"mesa","taking insulin","phv00085926","phs000209","pht001118","insulin or oral hypoglycemics for diabetes?","","DrugExposure","tak_insulin","","OMOP:45882625","phv00085772","MESA CLASSIC EXAM 2","phv00085773","","","",,1,1,,0,0,0
"fhs","medication use","phv00006144","phs000007","pht000026","medication use - anti cholesterol drugs (niacin or nicotinic acid)","","","","","","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,,,0,0,0
"fhs","taking oral hypoglycemic agents","phv00006896","phs000007","pht000028","oral hypoglycemics: glimepriride","","DrugExposure","tak_orlhypoag","","OMOP:4162568","phv00007095","FHS ORIGINAL EXAM 26","","","","",,1,1,,0,0,0
"chs","alcohol consumption","phv00108737","phs000287","pht001493","ever drink wine","","","","","","phv00108303","CHS YEAR 7","","","","",,1,,,0,0,0
"chs","stroke","phv00108600","phs000287","pht001493","number times hospitalized for stroke","","Condition","stroke","","OMOP:4212690","phv00108303","CHS YEAR 7","","","","",,1,1,,0,0,0
"jhs","history of myocardial infarction","phv00128091","phs000286","pht001967","q4a. has doctor said you had heart attack? [visit 1] [personal and family health history form, pfh]","","Condition","hist_my_inf","","OMOP:1340204","phv00128084","JHS EXAM 1","","","","",,1,1,,0,0,0
"aric","peripheral arterial disease","phv00202856","phs000280","pht004028","peripheral artery disease, version 3 (definition 2), ankle brachial index less than 0.9 for both genders [ankle brachial bp index. abi34. visit 3]","","Condition","pad","","OMOP:3654996","phv00202861","ARIC EXAM 3","","","","",,1,1,,0,0,0
"chs","atrial fibrillation","phv00102608","phs000287","pht001475","atrial fib by ecg","","Condition","afib","","OMOP:313217","phv00102174","CHS YEAR 11","phv00102583","","","",,1,1,,0,0,0
"fhs","medication use","phv00004976","phs000007","pht000024","medication use: anti cholesterol drugs (other)","","","","","","phv00005557","FHS ORIGINAL EXAM 22","","","","",,1,,,0,0,0
"cardia","hypertension treatment","phv00118429","phs000285","pht001761","was hypertension during pregnancy? q 1","","DrugExposure","hypert_trt","","OMOP:4015732","phv00118426","CARDIA YEAR 10","","","","",,1,1,,0,0,0
"chs","taking vasodilators","phv00197543","phs000287","pht003699","peripheral vasodilators","","DrugExposure","tak_vasodil","","OMOP:21601560","phv00197394","CHS PSG 1","","","","",,1,1,,0,0,0
"fhs","valvular heart disease","phv00276881","phs000007","pht006018","valvular heart disease - aortic insufficiency","","Condition","valv_hrtdis","","OMOP:4281749","phv00276803","FHS ORIGINAL, OFFSPRING, GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 1, OMNI 2 CASE REVIEW","","","","",,1,1,,0,0,0
"aric","carotid plaque","phv00204784","phs000280","pht004063","plaque/shadowing (both, 1 w/o other, neither) in the left internal carotid [cohort. visit 1]","","Condition","carotid_plaque","","OMOP:4102124","phv00204812","ARIC EXAM 1","phv00204712","","","",,1,1,,0,0,0
"fhs","venous thromboembolism","phv00071934","phs000007","pht000744","dvt: ct: result","","Condition","ven_thromb","","OMOP:4327889","phv00071949","FHS DVT ORIGINAL, OFFSPRING, NEW OFFSPRING SPOUSE, GENERATION 3, OMNI1, OMNI2","","","","",,1,1,,0,0,0
"chs","taking ace inhibitors","phv00107361","phs000287","pht001491","ace inhibitors with diuretics","","DrugExposure","tak_aceinhib","","OMOP:21601784","phv00106520","CHS YEAR 5 OLD","","","","",,1,1,,0,0,0
"jhs","hypertension","phv00128087","phs000286","pht001967","q2a. has doctor said you have high blood pressure? [visit 1] [personal and family health history form, pfh]","","Condition","hyperten","","OMOP:320128","phv00128084","JHS EXAM 1","","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00369898","phs000007","pht007777","definite left ventricular hypertrophy, exam 28","","Condition","lvh_ekg","","OMOP:4065282","phv00369651","FHS ORIGINAL EXAM 1-32","","","","",,1,1,,0,0,0
"cardia","angina","phv00114392","phs000285","pht001607","had angina? q 2","","Condition","angina","","OMOP:321318","phv00114388","CARDIA YEAR 2","","","","",,1,1,,0,0,0
"fhs","hypertension treatment","phv00002615","phs000007","pht000017","clinical diagnostic impression: under treatment for hypertension","","DrugExposure","hypert_trt","","OMOP:4015732","phv00002668","FHS ORIGINAL EXAM 15","","","","",,1,1,,0,0,0
"mesa","diabetes","phv00175291","phs000209","pht003086","diabetes: developed since last mesa visit","","Condition","diabetes","","OMOP:201820","phv00174584","MESA AIR EXAM 5","","","","",,1,1,,0,0,0
"mesa","taking calcium channel blockers","phv00086080","phs000209","pht001118","slow-release verapamil","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00085772","MESA CLASSIC EXAM 2","phv00085773","","","",,1,1,,0,0,0
"chs","stroke","phv00107022","phs000287","pht001491","new stroke","","Condition","stroke","","OMOP:4212690","phv00106520","CHS YEAR 5 OLD","","","","",,1,1,,0,0,0
"mesa","taking calcium channel blockers","phv00086957","phs000209","pht001120","slow-release diltiazem","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00086726","MESA CLASSIC EXAM 4","phv00086727","","","",,1,1,,0,0,0
"fhs","taking diuretics","phv00007297","phs000007","pht000029","cardiovascular medications: k-sparing diuretics (aldactone, triamterene)","","DrugExposure","tak_diuret","","OMOP:21601461","phv00007534","FHS ORIGINAL EXAM 27","","","","",,1,1,,0,0,0
"fhs","taking oral hypoglycemic agents","phv00006154","phs000007","pht000026","medication use - oral hypoglycemics","","DrugExposure","tak_orlhypoag","","OMOP:4162568","phv00006325","FHS ORIGINAL EXAM 24","","","","",,1,1,,0,0,0
"mesa","vegetable consumption","phv00218421","phs000209","pht004317","serv38 : tomatoes","","","","","","phv00218303","MESA DIET EXAM 5","","","","",,1,,,0,0,0
"chs","aspirin","phv00108213","phs000287","pht001492","aspirin use > 2 days in 2 wks","","DrugExposure","aspirin","","OMOP:1112807","phv00107443","CHS YEAR 6","","","","",,1,1,,0,0,0
"jhs","copd","phv00402793","phs000286","pht008753","15a. chronic lung disease (other than asthma)m such as copd, bronchitis, or emphysema","","Condition","copd","","OMOP:44788836","phv00402777","JHS EXAM 2","","","","",,1,1,,0,0,0
"fhs","history of heart disease","phv00005893","phs000007","pht000025","clinical diagnostic impression- rheumatic heart disease","","Condition","hist_hrtdis","","OMOP:321588","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,1,,0,0,0
"fhs","medication use","phv00005610","phs000007","pht000025","medication use: bronchodilators, aerosols, etc","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"jhs","race","phv00124546","phs000286","pht001920","consent group as determined by dac","","Demography","race","","OMOP:4013886","","","","","","",,,1,,0,0,0
"fhs","taking vasodilators","phv00005585","phs000007","pht000025","medication use: peripheral vasodilators (hydralazine, minoxidil, etc.)","","DrugExposure","tak_vasodil","","OMOP:21601560","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00005878","phs000007","pht000025","ecg: left ventricular hypertrophy criteria r in lead i plus s in lead iii >= 25mm","","Condition","lvh_ekg","","OMOP:4065282","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,1,,0,0,0
"fhs","taking calcium channel blockers","phv00008386","phs000007","pht000032","calcium channel blockers","","DrugExposure","tak_calchanblk","","OMOP:4159947","phv00008743","FHS OFFSPRING EXAM 3","","","","",,1,1,,0,0,0
"mesa","cigarette smoking","phv00083241","phs000209","pht001111","cigarette smoking status","","Observation","cig_smok","","OMOP:4282779","phv00082638","MESA AIR EXAM","phv00082639","","","",,1,1,,0,0,0
"fhs","medication use","phv00005588","phs000007","pht000025","medication use: antiplatelet (anturane, persantine, etc.)","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"aric","taking statin medication","phv00511951","phs000280","pht012813","used statin (at visit 4) last 2 weeks (0=no, 1=yes) based on 2004 med code [derived variable dataset, visit 4]","","DrugExposure","tak_statin","","OMOP:604501","phv00511942","ARIC EXAM 4","phv00511996","","","",,1,1,,0,0,0
"whi","atrial fibrillation","phv00077763","phs000200","pht000991","atrial fibrillation","","Condition","afib","","OMOP:313217","phv00077671","WHI YEAR 4","","","","",,1,1,,0,0,0
"mesa","vegetable consumption","phv00218444","phs000209","pht004317","freq46 : other vegetables","","","","","","phv00218303","MESA DIET EXAM 5","","","","",,1,,,0,0,0
"fhs","taking diuretics","phv00002958","phs000007","pht000019","interim history of medicine used: diuretics","","DrugExposure","tak_diuret","","OMOP:21601461","phv00003261","FHS ORIGINAL EXAM 17","","","","",,1,1,,0,0,0
"whi","alcohol consumption","phv00283353","phs000200","pht006218","mped: total drinks of alcohol","","","","","","phv00283348","WHI BASELINE","","","","",,1,,,0,0,0
"chs","atrial fibrillation","phv00103690","phs000287","pht001486","told by md you had atrial fibrillation","","Condition","afib","","OMOP:313217","phv00103680","CHS YEAR 17","phv00103729","","","",,1,1,,0,0,0
"fhs","history of myocardial infarction","phv00005874","phs000007","pht000025","ecg: myocardial infarct-inferior","","Condition","hist_my_inf","","OMOP:1340204","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,1,,0,0,0
"aric","cigarette smoking","phv00208996","phs000280","pht004145","[smoking]. have you ever smoked cigarettes? q25 [personal history form. phxa04. visit 3]","","Observation","cig_smok","","OMOP:4282779","phv00209045","ARIC EXAM 3","","","","",,1,1,,0,0,0
"mesa","carotid stenosis","phv00084806","phs000209","pht001116","maximum carotid stenosis, graded","","","","","","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,,,0,0,0
"whi","history of cardiovascular disease","phv00283527","phs000200","pht006223","f136 history of mi","","Condition","hist_cvd","","OMOP:134057","phv00283451","WHI UNC HEART FAILURE DETAILS","","","","",,1,1,,0,0,0
"chs","diabetes","phv00103327","phs000287","pht001479","told by md you had diabetes","","Condition","diabetes","","OMOP:201820","phv00103312","CHS YEAR 13","phv00103364","","","",,1,1,,0,0,0
"mesa","carotid plaque","phv00177048","phs000209","pht003091","carotid plaque shadowing","","Condition","carotid_plaque","","OMOP:4102124","phv00176007","MESA CLASSIC EXAM 5","","","","",,1,1,,0,0,0
"aric","atrial fibrillation","phv00216478","phs000280","pht004233","atrial fibrillation flag [ecg data. visit 3]","","Condition","afib","","OMOP:313217","phv00216877","ARIC EXAM 3","","","","",,1,1,,0,0,0
"mesa","hypertension","phv00082655","phs000209","pht001111","hypertension by jnc vi (1997) criteria","","Condition","hyperten","","OMOP:320128","phv00082638","MESA AIR EXAM","phv00082639","","","",,1,1,,0,0,0
"chs","vegetable consumption","phv00105753","phs000287","pht001490","how often do you use canned vegetables","","","","","","phv00105099","CHS YEAR 5 NEW","","","","",,1,,,0,0,0
"mesa","cigarette smoking","phv00085572","phs000209","pht001116","cigarettes: smoked in last 30 days","","Observation","cig_smok","","OMOP:4282779","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,1,,0,0,0
"mesa","lvh from ekg","phv00084552","phs000209","pht001116","left ventricular hypertrophy by novacode","","Condition","lvh_ekg","","OMOP:4065282","phv00084441","MESA CLASSIC EXAM 1","phv00084442","","","",,1,1,,0,0,0
"whi","history of coronary angioplasty","phv00078536","phs000200","pht000999","angioplasty of coronary arteries ever","","Procedure","hist_cor_angio","","OMOP:4184832","phv00078506","WHI FORM 30 - MEDICAL HISTORY QUESTIONNAIRE","","","","",,1,1,,0,0,0
"fhs","hypertension treatment","phv00005566","phs000007","pht000025","currently receiving medication for the treatment of hypertension?","","DrugExposure","hypert_trt","","OMOP:4015732","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,1,,0,0,0
"chs","history of cardiovascular disease","phv00104041","phs000287","pht001488","congestive heart failure","","Condition","hist_cvd","","OMOP:134057","phv00103781","CHS YEAR 3","","","","",,1,1,,0,0,0
"fhs","medication use","phv00005617","phs000007","pht000025","medication use: antibiotics","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"fhs","medication use","phv00005597","phs000007","pht000025","medication use: antigout--uric acid lowering (allopurinol, probenecid etc.)","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"whi","venous thromboembolism","phv00283703","phs000200","pht006223","f136 pulmonary embolism","","Condition","ven_thromb","","OMOP:4327889","phv00283451","WHI UNC HEART FAILURE DETAILS","","","","",,1,1,,0,0,0
"fhs","medication use","phv00004993","phs000007","pht000024","medication use: anti-anxiety,sedative/hypnotics etc. (librium, valium, etc.)","","","","","","phv00005557","FHS ORIGINAL EXAM 22","","","","",,1,,,0,0,0
"fhs","medication use","phv00004967","phs000007","pht000024","medication use: antiarrhythmics (quinidine, procainamide, norpace, disopyramide, etc.)","","","","","","phv00005557","FHS ORIGINAL EXAM 22","","","","",,1,,,0,0,0
"chs","atrial fibrillation","phv00109249","phs000287","pht001494","atrial fibrillation","","Condition","afib","","OMOP:313217","phv00109056","CHS YEAR 8","","","","",,1,1,,0,0,0
"cardia","race","phv00119632","phs000285","pht001804","race (verified at ppts last exam)","","Demography","race","","OMOP:4013886","","","","","","",,,1,,0,0,0
"aric","cause of death","phv00203825","phs000280","pht004049","a. information from death index/certificate. 9th death certificate icd code q19i [death certificate form]","","Person","cause_of_death","","OMOP:4083743","phv00203839","ARIC DEATH EVENT","","","","",,1,1,,0,0,0
"fhs","medication use","phv00005586","phs000007","pht000025","medication use: other anti-hypertensives","","","","","","phv00006030","FHS ORIGINAL EXAM 23","","","","",,1,,,0,0,0
"fhs","hypertension treatment","phv00277253","phs000007","pht006027","treated for hypertension, exam 9","","DrugExposure","hypert_trt","","OMOP:4015732","","","","","","",,1,1,,0,0,0
"chs","asthma","phv00103689","phs000287","pht001486","told by md you had asthma","","Condition","asthma","","OMOP:4308356","phv00103680","CHS YEAR 17","phv00103729","","","",,1,1,,0,0,0
"hchs_sol","copd","phv00258042","phs000810","pht004715","copd by bd test (for all valid pre_bd)","","Condition","copd","","OMOP:44788836","phv00226250","HCHS EXAM","phv00226251","","","",,1,1,,0,0,0
"chs","alcohol consumption","phv00108100","phs000287","pht001492","ever drink beer","","","","","","phv00107443","CHS YEAR 6","","","","",,1,,,0,0,0
"cardia","angina","phv00121515","phs000285","pht001871","angina based on horizontal/down-slope/abnormal st seg","","Condition","angina","","OMOP:321318","phv00121473","CARDIA MEDICAL HISTORY","","","","",,1,1,,0,0,0
"fhs","lvh from ekg","phv00004895","phs000007","pht000023","ecg: left ventricular hypertrophy criteria s-t depression (strain pattern, with down sloping s-t)","","Condition","lvh_ekg","","OMOP:4065282","phv00004939","FHS ORIGINAL EXAM 21","","","","",,1,1,,0,0,0
