cohort,bdchm_label,phv,phs,pht,var_desc,var_units,bdchm_entity,bdchm_varname,bdchm_unit,onto_id,participantidphv,associatedvisit,ageinyearsphv,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,row_good
"fhs","vegetables","phv00157937","phs000007","pht002152","ffq: tofu or soybeans (3-4 oz)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00158091","FHS ORIGINAL EXAM 21","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00069935","phs000007","pht000680","ffq: yellow (winter) squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00068241","FHS OFFSPRING EXAM 5","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00479160","phs000007","pht010754","salsa: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00069924","phs000007","pht000680","ffq: tomato sauce (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00068241","FHS OFFSPRING EXAM 5","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00157483","phs000007","pht002151","ffq: garlic (1 clove or shake)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157771","FHS ORIGINAL EXAM 20","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00068329","phs000007","pht000681","ffq: eggplant, zucchini, summer squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00068713","FHS OFFSPRING EXAM 6","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00157935","phs000007","pht002152","ffq: tomato sauce (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00158091","FHS ORIGINAL EXAM 21","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00477383","phs000007","pht010751","derived field:red chili sauce","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00157471","phs000007","pht002151","ffq: beans or lentils (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157771","FHS ORIGINAL EXAM 20","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00477000","phs000007","pht010751","ffq: cauliflower","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477005","phs000007","pht010751","ffq: peas or lima beans","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477400","phs000007","pht010751","derived field:spanach, raw","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00479183","phs000007","pht010754","onions - garnish, salad: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477578","phs000007","pht010752","ffq: romaine or leaf lettuce","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00158260","phs000007","pht002153","ffq: carrots, raw (1/2 or 2-4 sticks)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00158540","FHS ORIGINAL EXAM 22","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00478134","phs000007","pht010753","ffq: yellow (winter) squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478528","phs000007","pht010753","derived field:celery","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00158265","phs000007","pht002153","ffq: beans or lentils (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00158540","FHS ORIGINAL EXAM 22","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00524554","phs000007","pht012910","cabbage/cole slaw: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00157458","phs000007","pht002151","ffq: tomato sauce (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157771","FHS ORIGINAL EXAM 20","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00523717","phs000007","pht012909","ffq: tomatoes (1)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477568","phs000007","pht010752","ffq: peas or lima beans","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00068315","phs000007","pht000681","ffq: red chili sauce (1 tbs)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00068713","FHS OFFSPRING EXAM 6","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00158262","phs000007","pht002153","ffq: corn (1 ear or 1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00158540","FHS ORIGINAL EXAM 22","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00477393","phs000007","pht010751","derived field:peas/lima beans","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00068316","phs000007","pht000681","ffq: tofu or soybeans (3-4 oz)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00068713","FHS OFFSPRING EXAM 6","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00158263","phs000007","pht002153","ffq: peas or lima beans (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00158540","FHS ORIGINAL EXAM 22","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00479175","phs000007","pht010754","summer squash: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00069941","phs000007","pht000680","ffq: celery (4 stick)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00068241","FHS OFFSPRING EXAM 5","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00477009","phs000007","pht010751","ffq: eggplnt, zucchini, summer squash","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00157941","phs000007","pht002152","ffq: cauliflower (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00158091","FHS ORIGINAL EXAM 21","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00158274","phs000007","pht002153","ffq: celery (4"" stick)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00158540","FHS ORIGINAL EXAM 22","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00478144","phs000007","pht010753","ffq: alfalfa sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00068902","phs000007","pht000682","ffq: iceberg or head lettuce (serving)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00069162","FHS OFFSPRING EXAM 7","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00478519","phs000007","pht010753","derived field:beans/lentils","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477947","phs000007","pht010752","derived field:tofu or soybeans","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477382","phs000007","pht010751","derived field:tomato sauce","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523738","phs000007","pht012909","ffq: kale, mstrd, chard greens (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478507","phs000007","pht010753","derived field:red chili sauce","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478730","phs000007","pht010754","ffq: salsa, picante, taco sauce (1/4 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00068900","phs000007","pht000682","ffq: spinach, raw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00069162","FHS OFFSPRING EXAM 7","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00068335","phs000007","pht000681","ffq: romaine or leaf lettuce (serving)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00068713","FHS OFFSPRING EXAM 6","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00068885","phs000007","pht000682","ffq: string beans (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00069162","FHS OFFSPRING EXAM 7","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00479170","phs000007","pht010754","carrots, cooked: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478136","phs000007","pht010753","ffq: yams or sweet potatoes (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00068892","phs000007","pht000682","ffq: corn (1 ear or 1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00069162","FHS OFFSPRING EXAM 7","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00068882","phs000007","pht000682","ffq: tomato sauce (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00069162","FHS OFFSPRING EXAM 7","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00068314","phs000007","pht000681","ffq: tomato sauce (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00068713","FHS OFFSPRING EXAM 6","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00157460","phs000007","pht002151","ffq: tofu or soybeans (3-4 oz)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157771","FHS ORIGINAL EXAM 20","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00524568","phs000007","pht012910","celery: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00158266","phs000007","pht002153","ffq: yellow (winter) squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00158540","FHS ORIGINAL EXAM 22","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00479163","phs000007","pht010754","tofu, soy burger, soybeans, miso, soy protein: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00524556","phs000007","pht012910","carrots, raw: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00524565","phs000007","pht012910","spanach, raw: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478505","phs000007","pht010753","derived field:tomato juice","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477953","phs000007","pht010752","derived field:carrots, raw","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523890","phs000007","pht012909","red chili sauce","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478146","phs000007","pht010753","ffq: vegetable section pass through indicator","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477569","phs000007","pht010752","ffq: mixed vegetables","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477402","phs000007","pht010751","derived field:iceberg/head lettuce","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478752","phs000007","pht010754","ffq: peppers (3 slices)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523912","phs000007","pht012909","beets","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478738","phs000007","pht010754","ffq: brussels sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477017","phs000007","pht010751","ffq: beets","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523742","phs000007","pht012909","ffq: beets (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00479176","phs000007","pht010754","kale/mustard/chard: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00476996","phs000007","pht010751","ffq: tofu or soybeans","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00068328","phs000007","pht000681","ffq: yellow (winter) squash (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00068713","FHS OFFSPRING EXAM 6","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00158273","phs000007","pht002153","ffq: romaine or leaf lettuce (serving)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00158540","FHS ORIGINAL EXAM 22","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00478754","phs000007","pht010754","ffq: onions, cooked (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478127","phs000007","pht010753","ffq: brussels sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477574","phs000007","pht010752","ffq: spinach, cooked","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477572","phs000007","pht010752","ffq: eggplnt, zucchini, summer squash","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523898","phs000007","pht012909","carrots, cooked","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478516","phs000007","pht010753","derived field:corn","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477954","phs000007","pht010752","derived field:carrots, cooked","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523737","phs000007","pht012909","ffq: spinach, raw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478525","phs000007","pht010753","derived field:kale/mustard/chard","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00158256","phs000007","pht002153","ffq: broccoli (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00158540","FHS ORIGINAL EXAM 22","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00158259","phs000007","pht002153","ffq: brussels sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00158540","FHS ORIGINAL EXAM 22","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00523739","phs000007","pht012909","ffq: iceberg or head lettuce (serving)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478750","phs000007","pht010754","ffq: romaine or leaf lettuce (1 serving)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00157476","phs000007","pht002151","ffq: spinach, raw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157771","FHS ORIGINAL EXAM 20","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00523731","phs000007","pht012909","ffq: mixed vegetables (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00524547","phs000007","pht012910","salsa: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00476999","phs000007","pht010751","ffq: cabbage or cole slaw","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478143","phs000007","pht010753","ffq: beets (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00479174","phs000007","pht010754","winter squash: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523902","phs000007","pht012909","beans/lentils","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477961","phs000007","pht010752","derived field:yams/sweet potatoes","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523741","phs000007","pht012909","ffq: celery (4"" stick)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478531","phs000007","pht010753","derived field:garlic","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478751","phs000007","pht010754","ffq: celery (2 - 3 sticks)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00524560","phs000007","pht012910","yams/sweet potatoes: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523726","phs000007","pht012909","ffq: brussels sprouts (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523718","phs000007","pht012909","ffq: tomato juice (small glass)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523914","phs000007","pht012909","garlic","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478508","phs000007","pht010753","derived field:tofu or soybeans","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477575","phs000007","pht010752","ffq: spinach, raw","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477969","phs000007","pht010752","derived field:alfalfa sprouts","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477564","phs000007","pht010752","ffq: brussels sprouts","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477006","phs000007","pht010751","ffq: mixed vegetables","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477013","phs000007","pht010751","ffq: kale, mustard, chard greens","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478126","phs000007","pht010753","ffq: cauliflower (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00524566","phs000007","pht012910","iceberg/head lettuce: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523724","phs000007","pht012909","ffq: cabbage or cole slaw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477964","phs000007","pht010752","derived field:kale/mustard/chard","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478520","phs000007","pht010753","derived field:winter squash","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477571","phs000007","pht010752","ffq: yellow (winter) squash","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478530","phs000007","pht010753","derived field:alfalfa sprouts","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477570","phs000007","pht010752","ffq: beans or lentils","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523894","phs000007","pht012909","cabbage/cole slaw","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478511","phs000007","pht010753","derived field:cabbage/cole slaw","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478518","phs000007","pht010753","derived field:mixed vegetables","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477392","phs000007","pht010751","derived field:corn","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478521","phs000007","pht010753","derived field:summer squash","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478118","phs000007","pht010753","ffq: tomatoes (1)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478138","phs000007","pht010753","ffq: spinach, raw (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00522382","phs000007","pht012893","did you eat or drink the following products in the last 7 days?: vegetables (salad, tomatoes, onions, greens, carrots, peppers, green beans, etc.)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477951","phs000007","pht010752","derived field:cauliflower","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477387","phs000007","pht010751","derived field:cabbage/cole slaw","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00479169","phs000007","pht010754","carrots, raw: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478121","phs000007","pht010753","ffq: red chili sauce (1 tbs)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477946","phs000007","pht010752","derived field:red chili sauce","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523736","phs000007","pht012909","ffq: spinach, cooked (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00156851","phs000007","pht002150","ffq: vegetable section pass through indicator","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00157296","FHS GENERATION 3 EXAM 1","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00477577","phs000007","pht010752","ffq: iceberg or head lettuce","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00524551","phs000007","pht012910","peas/lima beans: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00524558","phs000007","pht012910","corn: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00172510","phs000007","pht002900","derived field: vegetables pass through bubble","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","","",,1,1,,0,0,0
"fhs","vegetables","phv00523892","phs000007","pht012909","string beans","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00524549","phs000007","pht012910","beans/lentils: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477559","phs000007","pht010752","ffq: tofu or soybeans","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477579","phs000007","pht010752","ffq: celery","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478743","phs000007","pht010754","ffq: yams or sweet potatoes (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00477565","phs000007","pht010752","ffq: carrots, raw","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00524571","phs000007","pht012910","onions - cooked, rings, soup: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478139","phs000007","pht010753","ffq: kale, mustard, chard greens (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00523720","phs000007","pht012909","ffq: red chili sauce (1 tbs)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478119","phs000007","pht010753","ffq: tomato juice (small glass)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00524544","phs000007","pht012910","tomatoes: (servings/week)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
"fhs","vegetables","phv00478729","phs000007","pht010754","ffq: tomato sauce (1/2 cup)","","MeasurementObservation","vege_serving","{servings}/wk","OMOP:4042886","","","","","","",,,1,,0,0,0
