bdchm_entity,bdchm_label,bdchm_varname,pht,phv,phs,onto_id,var_desc,cohort,bdchm_unit,associatedvisit,associatedvisit_expr,exam_num,participantidphv,ageinyearsphv,ageinyears_expr,contextvars_notes,var_units,has_pht,has_visit,has_age,has_onto,unit_match,unit_convert,unit_expr,unit_casestmt,row_good,conversion_rule,source_unit,target_unit,equivalent_units,case_stmt,has_visit_expr
MeasurementObservation,mean arterial pressure,mn_art_pres,pht000209,phv00024780,phs000007,OBA:VT2000000,mean arterial pressure (mmhg),fhs,mm[Hg],0,"FHS OFFSPRING EXAM 7, OMNI 1 EXAM 2",0,phv00024802,0,0,look at phv00024759 to pick the visit,mm[Hg],1.0,0.0,0.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,1.0
MeasurementObservation,mean arterial pressure,mn_art_pres,pht000194,phv00024414,phs000007,OBA:VT2000000,mean arterial pressure (mmhg),fhs,mm[Hg],FHS GENERATION 3 EXAM 1,0,0,phv00024437,phv00177930,0,0,mm[Hg],1.0,1.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,mean arterial pressure,mn_art_pres,pht000211,phv00024867,phs000007,OBA:VT2000000,mean arterial pressure (mmhg),fhs,mm[Hg],FHS ORIGINAL EXAM 26,0,0,phv00024907,phv00177980,0,0,mm[Hg],1.0,1.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,mean arterial pressure,mn_art_pres,pht000210,phv00024826,phs000007,OBA:VT2000000,mean arterial pressure (mmhg),fhs,mm[Hg],0,"FHS GENERATION 3 EXAM 1, NEW OFFSPRING SPOUSE EXAM 1, OMNI 2 EXAM 1",0,phv00024846,phv00177930,0,use phv00024803 to disambiguate cohort,mm[Hg],1.0,0.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,1.0
MeasurementObservation,mean arterial pressure,mn_art_pres,pht000195,phv00024481,phs000007,OBA:VT2000000,mean arterial pressure (mmhg),fhs,mm[Hg],FHS OFFSPRING EXAM 7,0,0,phv00024510,phv00177942,0,0,mm[Hg],1.0,1.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
