bdchm_entity,bdchm_label,bdchm_varname,pht,phv,phs,onto_id,var_desc,cohort,bdchm_unit,associatedvisit,associatedvisit_expr,exam_num,participantidphv,ageinyearsphv,ageinyears_expr,contextvars_notes,var_units,has_pht,has_visit,has_age,has_onto,unit_match,unit_convert,unit_expr,unit_casestmt,row_good,conversion_rule,source_unit,target_unit,equivalent_units,case_stmt,has_visit_expr
MeasurementObservation,troponin all types,troponin,pht002072,phv00141866,phs000007,OMOP:4021291,high-sensitivity cardiac troponin i (ctni)(sample: citrated plasma),fhs,ng/mL,FHS OFFSPRING EXAM 6,0,0,phv00141869,0,0,0,pg/mL,1.0,1.0,0.0,1,0.0,1,0,0.0,1,/ 1000,pg/mL,ng/mL,0.0,0,0.0
