cohort,bdchm_label,phv,phs,pht,var_desc,var_units,case_stmt,bdchm_entity,bdchm_varname,bdchm_unit,onto_id,associatedvisit,participantidphv,ageinyearsphv,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,unit_casestmt,row_good
fhs,cystatin c in blood,phv00023208,phs000007,pht000146,cystatin c (mg/l),mg/L,,MeasurementObservation,cysc_bld,mg/L,OBA:2052375,FHS OFFSPRING EXAM 7,phv00023209,,,,,,1.0,1,1.0,0,0,,1
