row_good,cohort,bdchm_entity,bdchm_label,bdchm_varname,has_onto,onto_id,bdchm_unit,phv,var_desc,var_units,has_pht,pht,participantidphv,has_visit,associatedvisit,has_visit_expr,associatedvisit_expr,xassociatedvisit,var_desc_exam,has_age,ageinyearsphv,contextvars_notes,unit_match,unit_convert,unit_expr,conversion_rule,unit_casestmt,unit_casestmt_custom,source_unit,target_unit
1,whi,MeasurementObservation,body weight,bdy_wgt,1,OBA:VT0001259,kg,phv00077673,current weight lbs,[lb_av],1.0,pht000991,phv00077671,1.0,WHI YEAR 4,0.0,0,0,0,0.0,0,0,0,1,0,* 0.453592,0,0,[lb_av],kg
1,whi,MeasurementObservation,body weight,bdy_wgt,1,OBA:VT0001259,kg,phv00077799,current weight lbs,[lb_av],1.0,pht000992,phv00077797,1.0,WHI YEAR 5,0.0,0,0,0,0.0,0,0,0,1,0,* 0.453592,0,0,[lb_av],kg
1,whi,MeasurementObservation,body weight,bdy_wgt,1,OBA:VT0001259,kg,phv00077909,current weight lbs,[lb_av],1.0,pht000993,phv00077907,1.0,WHI YEAR 6,0.0,0,0,0,0.0,0,0,0,1,0,* 0.453592,0,0,[lb_av],kg
1,whi,MeasurementObservation,body weight,bdy_wgt,1,OBA:VT0001259,kg,phv00078111,current weight lbs,[lb_av],1.0,pht000994,phv00078109,1.0,WHI YEAR 7,0.0,0,0,0,0.0,0,0,0,1,0,* 0.453592,0,0,[lb_av],kg
1,whi,MeasurementObservation,body weight,bdy_wgt,1,OBA:VT0001259,kg,phv00078235,current weight lbs,[lb_av],1.0,pht000995,phv00078233,1.0,WHI YEAR 8,0.0,0,0,0,0.0,0,0,0,1,0,* 0.453592,0,0,[lb_av],kg
1,whi,MeasurementObservation,body weight,bdy_wgt,1,OBA:VT0001259,kg,phv00079558,"current weight, lbs",[lb_av],1.0,pht001014,phv00079556,1.0,WHI YEAR 1,0.0,0,0,0,0.0,0,0,0,1,0,* 0.453592,0,0,[lb_av],kg
1,whi,MeasurementObservation,body weight,bdy_wgt,1,OBA:VT0001259,kg,phv00079859,f80 weight kg,kg,1.0,pht001019,phv00079849,1.0,WHI PM 80,0.0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0
1,whi,MeasurementObservation,body weight,bdy_wgt,1,OBA:VT0001259,kg,phv00283190,"current weight, lbs",[lb_av],1.0,pht006215,phv00283183,1.0,WHI EXT 156,0.0,0,0,0,0.0,0,Days since randomization or enrollment,0,1,0,* 0.453592,0,0,[lb_av],kg
