cohort,bdchm_label,phv,phs,pht,var_desc,var_units,case_stmt,bdchm_entity,bdchm_varname,bdchm_unit,onto_id,associatedvisit,participantidphv,ageinyearsphv,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,unit_casestmt,row_good
fhs,diastolic blood pressure,phv00000641,phs000007,pht000009,"blood pressure: admission, diastolic, exam 3",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369850,phs000007,pht007777,"average diastolic blood pressure, exam 12",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369857,phs000007,pht007777,"average diastolic blood pressure, exam 19",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369863,phs000007,pht007777,"average diastolic blood pressure, exam 25",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00000625,phs000007,pht000009,"blood pressure: second examiner, diastolic, exam 2",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00000838,phs000007,pht000009,"blood pressure: second examiner, diastolic, exam 6",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369841,phs000007,pht007777,"average diastolic blood pressure, exam 3",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369848,phs000007,pht007777,"average diastolic blood pressure, exam 10",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369867,phs000007,pht007777,"average diastolic blood pressure, exam 29",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369849,phs000007,pht007777,"average diastolic blood pressure, exam 11",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369854,phs000007,pht007777,"average diastolic blood pressure, exam 16",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00072660,phs000007,pht000748,diastolic blood pressure entered by technician,mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00423903,phs000007,pht009761,"average diastolic blood pressure, exam 2",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00277035,phs000007,pht006026,"average diastolic blood pressure, exam 2",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00277034,phs000007,pht006026,"average diastolic blood pressure, exam 1",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369870,phs000007,pht007777,"average diastolic blood pressure, exam 32",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369864,phs000007,pht007777,"average diastolic blood pressure, exam 26",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00000531,phs000007,pht000009,"blood pressure: first examiner, diastolic, exam 1",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00254156,phs000007,pht005140,physical exam - blood pressure: physician blood pressure second reading - diastolic,mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369846,phs000007,pht007777,"average diastolic blood pressure, exam 8",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00000760,phs000007,pht000009,"blood pressure: first examiner, diastolic, exam 5",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369866,phs000007,pht007777,"average diastolic blood pressure, exam 28",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00000923,phs000007,pht000009,"blood pressure: second examiner, diastolic, exam 7",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369843,phs000007,pht007777,"average diastolic blood pressure, exam 5",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00369856,phs000007,pht007777,"average diastolic blood pressure, exam 18",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00423902,phs000007,pht009761,"average diastolic blood pressure, exam 1",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00000921,phs000007,pht000009,"blood pressure: first examiner, diastolic, exam 7",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
fhs,diastolic blood pressure,phv00000623,phs000007,pht000009,"blood pressure: first examiner, diastolic, exam 2",mm[Hg],,MeasurementObservation,bp_diastolic,mm[Hg],OMOP:4154790,,,,,,,,,1,1.0,0,0,,0
