bdchm_entity,bdchm_label,bdchm_varname,pht,phv,phs,onto_id,var_desc,cohort,bdchm_unit,associatedvisit,associatedvisit_expr,exam_num,participantidphv,ageinyearsphv,ageinyears_expr,contextvars_notes,var_units,has_pht,has_visit,has_age,has_onto,unit_match,unit_convert,unit_expr,unit_casestmt,row_good,conversion_rule,source_unit,target_unit,equivalent_units,case_stmt,has_visit_expr
MeasurementObservation,triglycerides in blood,triglyc_bld,pht008731,phv00401427,phs000286,OBA:VT0002644,fasting triglyceride level (mg/dl),jhs,mg/dL,JHS EXAM 3,0,0,phv00401370,phv00401379,0,0,mg/dL,1.0,1.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,triglycerides in blood,triglyc_bld,pht008742,phv00401739,phs000286,OBA:VT0002644,trr: triglyceride - mg/dl,jhs,mg/dL,JHS EXAM 1,0,0,phv00401725,0,0,0,mg/dL,1.0,1.0,0.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,triglycerides in blood,triglyc_bld,pht001945,phv00125933,phs000286,OBA:VT0002644,trr: triglyceride - mg/dl [visit 1],jhs,mg/dL,JHS EXAM 6,0,0,phv00125925,0,0,0,mg/dL,1.0,1.0,0.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,triglycerides in blood,triglyc_bld,pht008792,phv00404253,phs000286,OBA:VT0002644,triglycerides,jhs,mg/dL,JHS LAB DATA,0,0,phv00404241,0,0,0,mg/dL,1.0,1.0,0.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,triglycerides in blood,triglyc_bld,pht008729,phv00401136,phs000286,OBA:VT0002644,fasting triglyceride level (mg/dl),jhs,mg/dL,JHS EXAM 1,0,0,phv00401078,phv00401085,0,0,mg/dL,1.0,1.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,triglycerides in blood,triglyc_bld,pht008734,phv00401579,phs000286,OBA:VT0002644,fasting triglyceride level (mg/dl),jhs,mg/dL,JHS EXAM 3,0,0,phv00401565,phv00401572,0,0,mg/dL,1.0,1.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,triglycerides in blood,triglyc_bld,pht008748,phv00402740,phs000286,OBA:VT0002644,"q7. c. lipids. triglycerides [visit 6] [finger stick, fst]",jhs,mg/dL,JHS EXAM 6,0,0,phv00402732,0,0,0,mg/dL,1.0,1.0,0.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,triglycerides in blood,triglyc_bld,pht008730,phv00401322,phs000286,OBA:VT0002644,fasting triglyceride level (mg/dl),jhs,mg/dL,JHS EXAM 2,0,0,phv00401273,phv00401282,0,0,mg/dL,1.0,1.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,triglycerides in blood,triglyc_bld,pht008741,phv00401720,phs000286,OBA:VT0002644,trr: triglyceride - mg/dl [visit 6],jhs,mg/dL,JHS EXAM 6,0,0,phv00401710,0,0,0,mg/dL,1.0,1.0,0.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
