cohort,bdchm_label,phv,phs,pht,var_desc,var_units,case_stmt,bdchm_entity,bdchm_varname,bdchm_unit,onto_id,associatedvisit,participantidphv,ageinyearsphv,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,unit_casestmt,row_good
jhs,creatinine in urine,phv00403005,phs000286,pht008759,urine creatinine: g/24hr,g/d,,MeasurementObservation,creat_urin,mg/dL,OBA:VT0010540,JHS URINE,phv00403002,,,,/ {phv00403006} * 100,,1.0,1,,0,1,,1
jhs,creatinine in urine,phv00401729,phs000286,pht008742,"crdur: creatinine, urine - mg/dl",mg/dL,,MeasurementObservation,creat_urin,mg/dL,OBA:VT0010540,JHS EXAM 1,phv00401725,,,,,,1.0,1,1.0,0,0,,1
jhs,creatinine in urine,phv00401328,phs000286,pht008730,random spot urine creatinine (mg/dl),mg/dL,,MeasurementObservation,creat_urin,mg/dL,OBA:VT0010540,JHS EXAM 2,phv00401273,phv00401282,,,,,1.0,1,1.0,0,0,,1
jhs,creatinine in urine,phv00401714,phs000286,pht008741,"crdur: creatinine, urine - mg/dl [visit 6]",mg/dL,,MeasurementObservation,creat_urin,mg/dL,OBA:VT0010540,JHS EXAM 6,phv00401710,,,,,,1.0,1,1.0,0,0,,1
jhs,creatinine in urine,phv00401151,phs000286,pht008729,random spot urine creatinine (mg/dl),mg/dL,,MeasurementObservation,creat_urin,mg/dL,OBA:VT0010540,JHS EXAM 1,phv00401078,phv00401085,,,,,1.0,1,1.0,0,0,,1
jhs,creatinine in urine,phv00401435,phs000286,pht008731,random spot urine creatinine (mg/dl),mg/dL,,MeasurementObservation,creat_urin,mg/dL,OBA:VT0010540,JHS EXAM 3,phv00401370,phv00401379,,,,,1.0,1,1.0,0,0,,1
