cohort,bdchm_label,phv,pht,var_desc,var_units,bdchm_entity,bdchm_varname,bdchm_unit,associatedvisit,participantidphv,has_pht,has_onto,unit_match,unit_convert,unit_expr,row_good,bad_map,add_map,expr,add_var_units,note
cardia,fev1 - forced expiratory volume in 1 sec,phv00113407,pht001575,exhal. time of max fev1 trial,,MeasurementObservation,fev1,L,CARDIA YEAR 0,phv00113261,1,1,,0,0,0,1,,,,
cardia,fev1 - forced expiratory volume in 1 sec,phv00114616,pht001627,"forced expiratory vol/1 second, trial #1",L,MeasurementObservation,fev1,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,,,,1,"unit inferred, not explicitly named in CARDIA docs"
cardia,fev1 - forced expiratory volume in 1 sec,phv00114628,pht001627,"forced expiratory vol/1 second, trial #2",L,MeasurementObservation,fev1,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,,,,1,"unit inferred, not explicitly named in CARDIA docs"
cardia,fev1 - forced expiratory volume in 1 sec,phv00114640,pht001627,"forced expiratory vol/1 second, trial #3",L,MeasurementObservation,fev1,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,,,,1,"unit inferred, not explicitly named in CARDIA docs"
cardia,fev1 - forced expiratory volume in 1 sec,phv00114652,pht001627,"forced expiratory vol/1 second, trial #4",L,MeasurementObservation,fev1,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,,,,1,"unit inferred, not explicitly named in CARDIA docs"
cardia,fev1 - forced expiratory volume in 1 sec,phv00114664,pht001627,"forced expiratory vol/1 second, trial #5",L,MeasurementObservation,fev1,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,,,,1,"unit inferred, not explicitly named in CARDIA docs"
cardia,fev1 - forced expiratory volume in 1 sec,phv00114676,pht001627,"forced expiratory vol/1 second, trial #6",L,MeasurementObservation,fev1,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,,,,1,"unit inferred, not explicitly named in CARDIA docs"
cardia,fev1 - forced expiratory volume in 1 sec,phv00114699,pht001627,exhal. time of max fev1 trial,,MeasurementObservation,fev1,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,1,,,,
cardia,fev1 - forced expiratory volume in 1 sec,phv00115621,pht001667,"forced expiratory vol/1 second, trial #1",L,MeasurementObservation,fev1,L,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00115633,pht001667,"forced expiratory vol/1 second, trial #2",L,MeasurementObservation,fev1,L,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00115645,pht001667,"forced expiratory vol/1 second, trial #3",L,MeasurementObservation,fev1,L,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00115657,pht001667,"forced expiratory vol/1 second, trial #4",L,MeasurementObservation,fev1,L,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00115669,pht001667,"forced expiratory vol/1 second, trial #5",L,MeasurementObservation,fev1,L,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00115692,pht001667,exhal. time of max fev1 trial,,MeasurementObservation,fev1,L,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,1,,,,
cardia,fev1 - forced expiratory volume in 1 sec,phv00118840,pht001781,"forced expiratory vol/1 second, trial #1",L,MeasurementObservation,fev1,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00118852,pht001781,"forced expiratory vol/1 second, trial #2",L,MeasurementObservation,fev1,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00118864,pht001781,"forced expiratory vol/1 second, trial #3",L,MeasurementObservation,fev1,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00118876,pht001781,"forced expiratory vol/1 second, trial #4",L,MeasurementObservation,fev1,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00118888,pht001781,"forced expiratory vol/1 second, trial #5",L,MeasurementObservation,fev1,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00118900,pht001781,"forced expiratory vol/1 second, trial #6",L,MeasurementObservation,fev1,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00118912,pht001781,"forced expiratory vol/1 second, trial #7",L,MeasurementObservation,fev1,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00118924,pht001781,"forced expiratory vol/1 second, trial #8",L,MeasurementObservation,fev1,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00118942,pht001781,maximum fev1 (5 trials),L,MeasurementObservation,fev1,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00118946,pht001781,exhal. time of max fev1 trial (5 trials),,MeasurementObservation,fev1,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,1,,,,
cardia,fev1 - forced expiratory volume in 1 sec,phv00118971,pht001782,maximum fev1 (8 trials),L,MeasurementObservation,fev1,L,CARDIA YEAR 10,phv00118962,1,1,,0,0,0,,,,1,
cardia,fev1 - forced expiratory volume in 1 sec,phv00118975,pht001782,exhal. time of max fev1 trial (8 trials),,MeasurementObservation,fev1,L,CARDIA YEAR 10,phv00118962,1,1,,0,0,0,1,,,,
cardia,fruits,phv00112712,pht001565,citrus fruit,{servings}/d,MeasurementObservation,fruit_serving,{#}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,,manually fixed
cardia,fruits,phv00112713,pht001565,fruit excluding citrus fruit,{servings}/d,MeasurementObservation,fruit_serving,{#}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,,manually fixed
cardia,fruits,phv00112714,pht001565,avocado and similar,{servings}/d,MeasurementObservation,fruit_serving,{#}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,,manually fixed
cardia,fruits,phv00112715,pht001565,fried fruits,{servings}/d,MeasurementObservation,fruit_serving,{#}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,,manually fixed
cardia,fruits,phv00112716,pht001565,fruit-based savory snack,{servings}/d,MeasurementObservation,fruit_serving,{#}/wk,CARDIA YEAR 0,phv00112709,1,1,,0,0,0,,,,,manually fixed
cardia,fruits,phv00112878,pht001566,major food group for fruit,,MeasurementObservation,fruit_serving,{#}/wk,CARDIA YEAR 0,phv00112876,1,1,,0,0,0,1,,,,"no info about what this var is, it's units, or how it was created"
cardia,fruits,phv00116764,pht001712,citrus fruit,{servings}/d,MeasurementObservation,fruit_serving,{#}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,,manually fixed
cardia,fruits,phv00116765,pht001712,fruit excluding citrus fruit,{servings}/d,MeasurementObservation,fruit_serving,{#}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,,manually fixed
cardia,fruits,phv00116766,pht001712,avocado and similar,{servings}/d,MeasurementObservation,fruit_serving,{#}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,,manually fixed
cardia,fruits,phv00116767,pht001712,fried fruits,{servings}/d,MeasurementObservation,fruit_serving,{#}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,,manually fixed
cardia,fruits,phv00116768,pht001712,fruit-based savory snack,{servings}/d,MeasurementObservation,fruit_serving,{#}/wk,CARDIA YEAR 7,phv00116761,1,1,,0,0,0,,,,,manually fixed
cardia,fruits,phv00116930,pht001713,major food group for fruit,,MeasurementObservation,fruit_serving,{#}/wk,CARDIA YEAR 7,phv00116928,1,1,,0,0,0,1,,,,"no info about what this var is, it's units, or how it was created"
cardia,fvc - forced vital capacity,phv00113262,pht001575,"fvc, trial 1",L,MeasurementObservation,fvc,L,CARDIA YEAR 0,phv00113261,1,1,,0,0,0,,1,,1,
cardia,fvc - forced vital capacity,phv00113273,pht001575,"fvc, trial 2",L,MeasurementObservation,fvc,L,CARDIA YEAR 0,phv00113261,1,1,,0,0,0,,1,,1,
cardia,fvc - forced vital capacity,phv00113284,pht001575,"fvc, trial 3",L,MeasurementObservation,fvc,L,CARDIA YEAR 0,phv00113261,1,1,,0,0,0,,1,,1,
cardia,fvc - forced vital capacity,phv00113295,pht001575,"fvc, trial 4",L,MeasurementObservation,fvc,L,CARDIA YEAR 0,phv00113261,1,1,,0,0,0,,1,,1,
cardia,fvc - forced vital capacity,phv00113306,pht001575,"fvc, trial 5",L,MeasurementObservation,fvc,L,CARDIA YEAR 0,phv00113261,1,1,,0,0,0,,1,,1,
cardia,fvc - forced vital capacity,phv00113317,pht001575,"fvc, trial 6",L,MeasurementObservation,fvc,L,CARDIA YEAR 0,phv00113261,1,1,,0,0,0,,1,,1,
cardia,fvc - forced vital capacity,phv00113402,pht001575,maximum fvc,L,MeasurementObservation,fvc,L,CARDIA YEAR 0,phv00113261,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00114615,pht001627,"forced vital capacity, trial #1",L,MeasurementObservation,fvc,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00114627,pht001627,"forced vital capacity, trial #2",L,MeasurementObservation,fvc,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00114639,pht001627,"forced vital capacity, trial #3",L,MeasurementObservation,fvc,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00114651,pht001627,"forced vital capacity, trial #4",L,MeasurementObservation,fvc,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00114663,pht001627,"forced vital capacity, trial #5",L,MeasurementObservation,fvc,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00114675,pht001627,"forced vital capacity, trial #6",L,MeasurementObservation,fvc,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00114694,pht001627,maximum fvc,L,MeasurementObservation,fvc,L,CARDIA YEAR 2,phv00114613,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00115620,pht001667,"forced vital capacity, trial #1",L,MeasurementObservation,fvc,L,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00115632,pht001667,"forced vital capacity, trial #2",L,MeasurementObservation,fvc,L,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00115644,pht001667,"forced vital capacity, trial #3",L,MeasurementObservation,fvc,L,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00115656,pht001667,"forced vital capacity, trial #4",L,MeasurementObservation,fvc,L,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00115668,pht001667,"forced vital capacity, trial #5",L,MeasurementObservation,fvc,L,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00115687,pht001667,maximum fvc,L,MeasurementObservation,fvc,L,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00118839,pht001781,"forced vital capacity, trial #1",L,MeasurementObservation,fvc,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00118851,pht001781,"forced vital capacity, trial #2",L,MeasurementObservation,fvc,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00118863,pht001781,"forced vital capacity, trial #3",L,MeasurementObservation,fvc,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00118875,pht001781,"forced vital capacity, trial #4",L,MeasurementObservation,fvc,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00118887,pht001781,"forced vital capacity, trial #5",L,MeasurementObservation,fvc,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00118899,pht001781,"forced vital capacity, trial #6",L,MeasurementObservation,fvc,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00118911,pht001781,"forced vital capacity, trial #7",L,MeasurementObservation,fvc,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00118923,pht001781,"forced vital capacity, trial #8",L,MeasurementObservation,fvc,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00118941,pht001781,maximum fvc (5 trials),L,MeasurementObservation,fvc,L,CARDIA YEAR 10,phv00118837,1,1,,0,0,0,,,,1,
cardia,fvc - forced vital capacity,phv00118970,pht001782,maximum fvc (8 trials),L,MeasurementObservation,fvc,L,CARDIA YEAR 10,phv00118962,1,1,,0,0,0,,,,1,
cardia,glucose in blood,phv00116638,pht001709,"13ml red tube, 1.3 ml serum (glucose)",,MeasurementObservation,glucose_bld,mg/dL,CARDIA YEAR 7,phv00116624,1,1,,0,0,0,1,,,,
cardia,glucose in blood,phv00116651,pht001709,"6 ml red tube, 1.3 ml serum (glucose)",,MeasurementObservation,glucose_bld,mg/dL,CARDIA YEAR 7,phv00116624,1,1,,0,0,0,1,,,,
cardia,hdl,phv00115100,pht001644,bl1hdl,,MeasurementObservation,hdl,mg/dL,CARDIA YEAR 2,phv00115097,1,1,,0,0,0,1,,,,CARDIA judged year 2 lipids data to be unreliable: https://www.cardia.dopm.uab.edu/lad-geda
cardia,hdl,phv00115102,pht001644,bl1hdl2,,MeasurementObservation,hdl,mg/dL,CARDIA YEAR 2,phv00115097,1,1,,0,0,0,1,,,,GitHub issue 236. CARDIA judged year 2 lipids data to be unreliable: https://www.cardia.dopm.uab.edu/lad-geda
cardia,hdl,phv00115103,pht001644,bl1hdl3,,MeasurementObservation,hdl,mg/dL,CARDIA YEAR 2,phv00115097,1,1,,0,0,0,1,,,,GitHub issue 236. CARDIA judged year 2 lipids data to be unreliable: https://www.cardia.dopm.uab.edu/lad-geda
cardia,hdl,phv00113704,,,,,,,,,,,,,,,1,,,,GitHub issue 236
cardia,hdl,phv00113705,,,,,,,,,,,,,,,1,,,,GitHub issue 236
cardia,heart rate,phv00114006,pht001593,heart rate before gxt,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 0,phv00114001,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00114009,pht001593,gxt stage 1: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 0,phv00114001,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00114012,pht001593,gxt stage 2: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 0,phv00114001,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00114016,pht001593,gxt stage 3: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 0,phv00114001,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00114020,pht001593,gxt stage 4: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 0,phv00114001,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00114024,pht001593,gxt stage 5: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 0,phv00114001,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00114028,pht001593,gxt stage 6: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 0,phv00114001,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00114032,pht001593,gxt stage 7: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 0,phv00114001,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00114036,pht001593,gxt stage 8: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 0,phv00114001,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00114040,pht001593,gxt stage 9: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 0,phv00114001,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00116216,pht001684,"heart rate, abp monitor",{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 5,phv00116206,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00117822,pht001747,supine heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 7,phv00117821,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00117829,pht001747,heart rate before gxt,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 7,phv00117821,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00117832,pht001747,gxt stage 1: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 7,phv00117821,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00117836,pht001747,gxt stage 2: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 7,phv00117821,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00117840,pht001747,gxt stage 3: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 7,phv00117821,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00117844,pht001747,gxt stage 4: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 7,phv00117821,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00117848,pht001747,gxt stage 5: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 7,phv00117821,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00117852,pht001747,gxt stage 6: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 7,phv00117821,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00117856,pht001747,gxt stage 7: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 7,phv00117821,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00117860,pht001747,gxt stage 8: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 7,phv00117821,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00117864,pht001747,gxt stage 9: heart rate,{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 7,phv00117821,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00121035,pht001860,"heart rate in bpm, #1",{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 15,phv00121033,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00121041,pht001860,"heart rate in bpm, #2",{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 15,phv00121033,1,1,,0,0,0,,,,1,
cardia,heart rate,phv00121046,pht001860,"mean average of frshr1 & frshr2, heart rate in bpm",{beats}/min,MeasurementObservation,hrtrt,{beats}/min,CARDIA YEAR 15,phv00121033,1,1,,0,0,0,,,,1,
cardia,height,phv00114609,pht001626,"ht, in inches",[in_us],MeasurementObservation,bdy_hgt,cm,CARDIA YEAR 2,phv00114583,1,1,,0,0,0,,,,1,
cardia,height,phv00115704,pht001667,height in inches,[in_us],MeasurementObservation,bdy_hgt,cm,CARDIA YEAR 5,phv00115618,1,1,,0,0,0,,,,1,
cardia,height,phv00118136,pht001755,height,cm,MeasurementObservation,bdy_hgt,cm,CARDIA YEAR 10,phv00118039,1,1,,0,0,0,,,,1,
cardia,height,phv00118250,pht001756,height,cm,MeasurementObservation,bdy_hgt,cm,CARDIA YEAR 10,phv00118153,1,1,,0,0,0,,,,1,
cardia,icam1 in blood,phv00116396,pht001699,sicam1,ng/mL,MeasurementObservation,icam,ng/mL,CARDIA YEAR 5,phv00116393,1,1,,0,0,0,,,,1,unit inferred
cardia,interleukin 6 in blood,phv00121065,pht001862,il6 comments,,MeasurementObservation,il6,pg/mL,CARDIA YEAR 15,phv00121060,1,1,,0,0,0,1,,,,
cardia,interleukin 6 in blood,phv00121068,pht001862,flag(=1) for undetectable il-6,,MeasurementObservation,il6,pg/mL,CARDIA YEAR 15,phv00121060,1,1,,0,0,0,1,,,,
cardia,ldl,phv00115101,pht001644,bl1ldl,,MeasurementObservation,ldl,mg/dL,CARDIA YEAR 2,phv00115097,1,1,,0,0,0,1,,,,CARDIA judged year 2 lipids data to be unreliable: https://www.cardia.dopm.uab.edu/lad-geda
cardia,lymphocytes count,phv00112686,pht001563,white cell count (x 1000),,MeasurementObservation,lympho_ct,10*3/uL,CARDIA YEAR 0,phv00112654,1,1,,0,0,0,1,,,,
cardia,lymphocytes count,phv00112691,pht001563,lymphocyte count,10*9/L,MeasurementObservation,lympho_ct,10*3/uL,CARDIA YEAR 0,phv00112654,1,1,,0,0,0,,,,1,Inferred from table 1 of this paper using CARDIA data
cardia,mean corpuscular hemoglobin,phv00112687,pht001563,"red cell count (x 1,000,000)",,MeasurementObservation,mch,pg/{cell},CARDIA YEAR 0,phv00112654,1,1,,0,0,0,1,,,,
cardia,mean corpuscular volume,phv00112687,pht001563,"red cell count (x 1,000,000)",,MeasurementObservation,mcv,fL,CARDIA YEAR 0,phv00112654,1,1,,0,0,0,1,,,,
cardia,mean platelet volume,phv00121426,pht001869,y01stmpv,,MeasurementObservation,pmv,fL,CARDIA MEDICAL HISTORY,phv00121257,1,1,,0,0,0,1,,,,no data was collected for this variable
cardia,mean platelet volume,phv00121650,pht001871,y01stmpv,,MeasurementObservation,pmv,fL,CARDIA MEDICAL HISTORY,phv00121473,1,1,,0,0,0,1,,,,no data was collected for this variable
cardia,monocytes count,phv00112686,pht001563,white cell count (x 1000),,MeasurementObservation,monocyte_ncnc_bld,10*3/uL,CARDIA YEAR 0,phv00112654,1,1,,0,0,0,1,,,,
cardia,monocytes count,phv00112692,pht001563,monocytes (%),%,MeasurementObservation,monocyte_ncnc_bld,10*3/uL,CARDIA YEAR 0,phv00112654,1,1,,0,0,0,1,,/100 * {phv00112686},,GitHub issue 237
cardia,neutrophils count,phv00112686,pht001563,white cell count (x 1000),,MeasurementObservation,neutro_ct,10*3/uL,CARDIA YEAR 0,phv00112654,1,1,,0,0,0,1,,,,
cardia,neutrophils count,phv00112698,pht001563,segs (%),%,MeasurementObservation,neutro_ct,10*3/uL,CARDIA YEAR 0,phv00112654,1,1,,0,0,0,1,,/100 * {phv00112686},,GitHub issue 238
cardia,neutrophils percent,phv00112697,pht001563,bands (%),%,,,,,,,,,,,,1,,,,GitHub issue 238
cardia,platelet count,phv00112690,pht001563,platelet count,10*5/uL,MeasurementObservation,platelet_ct,10*3/uL,CARDIA YEAR 0,phv00112654,1,1,,0,0,0,,,* 100,,"inferred unit based on range, but something may be wonky"
cardia,red blood cell count,phv00112687,pht001563,"red cell count (x 1,000,000)",10*6/uL,MeasurementObservation,rdbld_ct,10*6/uL,CARDIA YEAR 0,phv00112654,1,1,,0,0,0,,,,1,
cardia,sodium intake,phv00113867,pht001591,dietary sodium (mg),mg/d,MeasurementObservation,sodium_intak,mg/d,CARDIA YEAR 0,phv00113813,1,1,,0,0,0,,,,1,CARDIA documents say they calculated average daily intake of nutrients; journal articles report units in mg/d in tables
cardia,sodium intake,phv00113961,pht001592,dietary sodium (mg),mg/d,MeasurementObservation,sodium_intak,mg/d,CARDIA YEAR 0,phv00113907,1,1,,0,0,0,,,,1,CARDIA documents say they calculated average daily intake of nutrients; journal articles report units in mg/d in tables
cardia,sodium intake,phv00115050,pht001638,est daily sodium intake (mg),mg/d,MeasurementObservation,sodium_intak,mg/d,CARDIA YEAR 2,phv00115030,1,1,,0,0,0,,,,1,
cardia,sodium intake,phv00117628,pht001745,dietary sodium (mg),mg/d,MeasurementObservation,sodium_intak,mg/d,CARDIA YEAR 7,phv00117593,1,1,,0,0,0,,,,1,CARDIA documents say they calculated average daily intake of nutrients; journal articles report units in mg/d in tables
cardia,sodium intake,phv00117742,pht001746,dietary sodium (mg),mg/d,MeasurementObservation,sodium_intak,mg/d,CARDIA YEAR 7,phv00117707,1,1,,0,0,0,,,,1,CARDIA documents say they calculated average daily intake of nutrients; journal articles report units in mg/d in tables
cardia,systolic blood pressure,phv00112481,pht001560,second reading sbp,mm[Hg],MeasurementObservation,bp_systolic,mm[Hg],CARDIA YEAR 0,phv00112462,1,1,,0,0,0,1,,,1,"CARDIA documentation says to disregard other bp measures due to calculation errors, and only use the vars averaging 2nd and 3rd bp measurements"
cardia,systolic blood pressure,phv00112482,pht001560,second reading dbp,,MeasurementObservation,bp_systolic,mm[Hg],CARDIA YEAR 0,phv00112462,1,1,,0,0,0,1,,,,"CARDIA documentation says to disregard other bp measures due to calculation errors, and only use the vars averaging 2nd and 3rd bp measurements"
cardia,systolic blood pressure,phv00112483,pht001560,rz2 sbp,,MeasurementObservation,bp_systolic,mm[Hg],CARDIA YEAR 0,phv00112462,1,1,,0,0,0,1,,,,"CARDIA documentation says to disregard other bp measures due to calculation errors, and only use the vars averaging 2nd and 3rd bp measurements"
cardia,systolic blood pressure,phv00112484,pht001560,rz2 dbp,,MeasurementObservation,bp_systolic,mm[Hg],CARDIA YEAR 0,phv00112462,1,1,,0,0,0,1,,,,"CARDIA documentation says to disregard other bp measures due to calculation errors, and only use the vars averaging 2nd and 3rd bp measurements"
cardia,systolic blood pressure,phv00112487,pht001560,third reading sbp,mm[Hg],MeasurementObservation,bp_systolic,mm[Hg],CARDIA YEAR 0,phv00112462,1,1,,0,0,0,1,,,1,"CARDIA documentation says to disregard other bp measures due to calculation errors, and only use the vars averaging 2nd and 3rd bp measurements"
cardia,systolic blood pressure,phv00112488,pht001560,third reading dbp,,MeasurementObservation,bp_systolic,mm[Hg],CARDIA YEAR 0,phv00112462,1,1,,0,0,0,1,,,,"CARDIA documentation says to disregard other bp measures due to calculation errors, and only use the vars averaging 2nd and 3rd bp measurements"
cardia,systolic blood pressure,phv00112489,pht001560,rz3 sbp,,MeasurementObservation,bp_systolic,mm[Hg],CARDIA YEAR 0,phv00112462,1,1,,0,0,0,1,,,,"CARDIA documentation says to disregard other bp measures due to calculation errors, and only use the vars averaging 2nd and 3rd bp measurements"
cardia,systolic blood pressure,phv00112490,pht001560,rz3 dbp,,MeasurementObservation,bp_systolic,mm[Hg],CARDIA YEAR 0,phv00112462,1,1,,0,0,0,1,,,,"CARDIA documentation says to disregard other bp measures due to calculation errors, and only use the vars averaging 2nd and 3rd bp measurements"
cardia,systolic blood pressure,phv00112494,pht001560,mean of 2nd and 3rd sbps,mm[Hg],MeasurementObservation,bp_systolic,mm[Hg],CARDIA YEAR 0,phv00112462,1,1,,0,0,0,,1,,1,
cardia,temperature,phv00113394,pht001575,degrees centigrade 19-30,Cel,MeasurementObservation,bdy_temp,Cel,CARDIA YEAR 0,phv00113261,1,1,,0,0,0,,,,1,
