cohort,bdchm_label,phv,pht,var_desc,var_units,bdchm_entity,bdchm_varname,bdchm_unit,associatedvisit,participantidphv,source_unit,target_unit,conversion_rule,has_pht,has_onto,unit_match,unit_convert,unit_expr,row_good
"cardia","fruits","phv00112713","pht001565","fruit excluding citrus fruit","","MeasurementObservation","fruit_serving","{#}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","fruits","phv00112715","pht001565","fried fruits","","MeasurementObservation","fruit_serving","{#}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","fruits","phv00116768","pht001712","fruit-based savory snack","","MeasurementObservation","fruit_serving","{#}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","fruits","phv00112712","pht001565","citrus fruit","","MeasurementObservation","fruit_serving","{#}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","fruits","phv00112716","pht001565","fruit-based savory snack","","MeasurementObservation","fruit_serving","{#}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","fruits","phv00116766","pht001712","avocado and similar","","MeasurementObservation","fruit_serving","{#}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","fruits","phv00116764","pht001712","citrus fruit","","MeasurementObservation","fruit_serving","{#}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","fruits","phv00112714","pht001565","avocado and similar","","MeasurementObservation","fruit_serving","{#}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","fruits","phv00116765","pht001712","fruit excluding citrus fruit","","MeasurementObservation","fruit_serving","{#}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","fruits","phv00116767","pht001712","fried fruits","","MeasurementObservation","fruit_serving","{#}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","vegetables","phv00116771","pht001712","tomato","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","vegetables","phv00116774","pht001712","other starchy vegetables","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","vegetables","phv00112723","pht001565","legumes (cooked dried beans)","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","vegetables","phv00116775","pht001712","legumes (cooked dried beans)","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","vegetables","phv00116769","pht001712","dark-green vegetables","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","vegetables","phv00116776","pht001712","other vegetables","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","vegetables","phv00116779","pht001712","vegetable-based savory snack","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","vegetables","phv00112724","pht001565","other vegetables","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","vegetables","phv00112726","pht001565","vegetable juice","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","vegetables","phv00116772","pht001712","white potatoes","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","vegetables","phv00116773","pht001712","fried potatoes","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","vegetables","phv00116778","pht001712","vegetable juice","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","vegetables","phv00112721","pht001565","fried potatoes","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","vegetables","phv00112717","pht001565","dark-green vegetables","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","vegetables","phv00112727","pht001565","vegetable-based savory snack","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","vegetables","phv00112719","pht001565","tomato","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","vegetables","phv00112720","pht001565","white potatoes","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","vegetables","phv00116777","pht001712","fried vegetables","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
"cardia","vegetables","phv00112725","pht001565","fried vegetables","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","vegetables","phv00112718","pht001565","deep-yellow vegetables","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","vegetables","phv00112722","pht001565","other starchy vegetables","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 0","phv00112709","","","",1,1,,0,0,0
"cardia","vegetables","phv00116770","pht001712","deep-yellow vegetables","","MeasurementObservation","vege_serving","{servings}/wk","CARDIA YEAR 7","phv00116761","","","",1,1,,0,0,0
