bdchm_entity,bdchm_label,bdchm_varname,pht,phv,phs,onto_id,var_desc,cohort,bdchm_unit,associatedvisit,associatedvisit_expr,exam_num,participantidphv,ageinyearsphv,ageinyears_expr,contextvars_notes,var_units,has_pht,has_visit,has_age,has_onto,unit_match,unit_convert,unit_expr,unit_casestmt,row_good,conversion_rule,source_unit,target_unit,equivalent_units,case_stmt,has_visit_expr
MeasurementObservation,factor viii,factor_8,pht004098,phv00206649,phs000280,OBA:2041536,factor viii c value [hemostasis lab. hema. visit 1],aric,[IU]/mL,ARIC EXAM 1,0,0,phv00206655,0,0,0,%,1.0,1.0,0.0,1,0.0,0,1,0.0,1,* 0.01,0,0,0.0,0,0.0
