cohort,bdchm_label,phv,phs,pht,var_desc,var_units,case_stmt,bdchm_entity,bdchm_varname,bdchm_unit,onto_id,associatedvisit,participantidphv,ageinyearsphv,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,unit_casestmt,row_good
aric,platelet count,phv00294958,phs000280,pht006422,"platelet count, plt [complete blood count, cbc, visit 5]",10*3/mm3,,MeasurementObservation,platelet_ct,10*3/uL,OMOP:4267147,ARIC EXAM 5,phv00294953,,,,,1.0,1.0,1,1.0,0,0,,1
aric,platelet count,phv00207258,phs000280,pht004107,platelet count x1000/mm3 (mav). q4 [hematology form. hmta. visit 1],10*3/mm3,,MeasurementObservation,platelet_ct,10*3/uL,OMOP:4267147,ARIC EXAM 1,phv00207267,,,,,1.0,1.0,1,1.0,0,0,,1
aric,platelet count,phv00207273,phs000280,pht004108,platelet count x1000/mm3 (mav). q4 [hematology form. hmtb. visit 2],10*3/mm3,,MeasurementObservation,platelet_ct,10*3/uL,OMOP:4267147,ARIC EXAM 2,phv00207283,,,,,1.0,1.0,1,1.0,0,0,,1
aric,platelet count,phv00507180,phs000280,pht012503,"plt platelets - numeric value x10e9/l [chemistry lab, chem2]",10*9/L,,MeasurementObservation,platelet_ct,10*3/uL,OMOP:4267147,ARIC CHEM 2,phv00506928,,,,,1.0,1.0,1,1.0,0,0,,1
aric,platelet count,phv00207294,phs000280,pht004109,platelet count q10 [hematology lab. hmtcv301. visit 3],10*9/L,,MeasurementObservation,platelet_ct,10*3/uL,OMOP:4267147,ARIC EXAM 3,phv00207295,,,,,1.0,1.0,1,1.0,0,0,,1
aric,platelet count,phv00207306,phs000280,pht004110,platelet count. q10 [hematology lab. hmtcv401. visit 4],10*9/L,,MeasurementObservation,platelet_ct,10*3/uL,OMOP:4267147,ARIC EXAM 4,phv00207307,,,,,1.0,1.0,1,1.0,0,0,,1
