bdchm_entity,bdchm_label,bdchm_varname,pht,phv,phs,onto_id,var_desc,cohort,bdchm_unit,associatedvisit,associatedvisit_expr,exam_num,participantidphv,ageinyearsphv,ageinyears_expr,contextvars_notes,var_units,has_pht,has_visit,has_age,has_onto,unit_match,unit_convert,unit_expr,unit_casestmt,row_good,conversion_rule,source_unit,target_unit,equivalent_units,case_stmt,has_visit_expr
MeasurementObservation,waist-hip ratio,waist_hip,pht012504,phv00507315,phs000280,OMOP:4087501,waist-to-hip ratio [visit 7/ncs derived variable dataset. derive71],aric,{ratio},ARIC EXAM 7,0,0,phv00507300,phv00507307,0,phv00507307,{ratio},1.0,1.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,waist-hip ratio,waist_hip,pht004064,phv00204872,phs000280,OMOP:4087501,waist-to-hip ratio [cohort. visit 3],aric,{ratio},ARIC EXAM 3,0,0,phv00204919,phv00204871,0,age at visit 3 phv00204871,{ratio},1.0,1.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,waist-hip ratio,waist_hip,pht012815,phv00512232,phs000280,OMOP:4087501,waist-to-hip ratio [cohort visit derived variables. derive61. visit 6],aric,{ratio},ARIC EXAM 6,0,0,phv00512222,phv00512229,0,phv00512229,{ratio},1.0,1.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,waist-hip ratio,waist_hip,pht004063,phv00204723,phs000280,OMOP:4087501,waist-to-hip ratio [cohort. visit 1],aric,{ratio},ARIC EXAM 1,0,0,phv00204812,phv00204712,0,age at visit 1 phv00204712,{ratio},1.0,1.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,waist-hip ratio,waist_hip,pht012813,phv00511974,phs000280,OMOP:4087501,"waist-to-hip ratio [derived variable dataset, visit 4]",aric,{ratio},ARIC EXAM 4,0,0,phv00511942,phv00511996,0,phv00511996,{ratio},1.0,1.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,waist-hip ratio,waist_hip,pht012814,phv00512059,phs000280,OMOP:4087501,waist-to-hip ratio [cohort visit derived variables. visit 5],aric,{ratio},ARIC EXAM 5,0,0,phv00512039,phv00512050,0,phv00512050,{ratio},1.0,1.0,1.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
