bdchm_entity,bdchm_label,bdchm_varname,pht,phv,phs,onto_id,var_desc,cohort,bdchm_unit,associatedvisit,associatedvisit_expr,exam_num,participantidphv,ageinyearsphv,ageinyears_expr,contextvars_notes,var_units,has_pht,has_visit,has_age,has_onto,unit_match,unit_convert,unit_expr,unit_casestmt,row_good,conversion_rule,source_unit,target_unit,equivalent_units,case_stmt,has_visit_expr
MeasurementObservation,creatinine in blood,creat_bld,pht001807,phv00119692,phs000285,OBA:2050096,serum creatinine (mg/dl),cardia,mg/dL,CARDIA YEAR 15,0,0,phv00119689,0,0,0,mg/dL,1.0,1.0,0.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
MeasurementObservation,creatinine in blood,creat_bld,pht001753,phv00118008,phs000285,OBA:2050096,serum creatinine (mg/dl),cardia,mg/dL,CARDIA YEAR 10,0,0,phv00118005,0,0,0,mg/dL,1.0,1.0,0.0,1,1.0,0,0,0.0,1,0,0,0,0.0,0,0.0
