cohort,bdchm_label,phv,pht,var_desc,var_units,bdchm_entity,bdchm_varname,bdchm_unit,participantidphv,associatedvisit,source_unit,target_unit,conversion_rule,equivalent_units,has_pht,has_onto,unit_match,unit_convert,unit_expr,row_good,varlist,bad_map,expr,add_var_units,note,added_phv
"fhs","mcp1 in blood","phv00462784","pht010727","mcp_1_inf (pf) - olink inflammation(v.3012) - p13500 - oid00484","","MeasurementObservation","mcp1","pg/mL","phv00462203","OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mcp1 in blood","phv00520371","pht012880","monocyte chemoattractant protein 1 (sample type: serum)","","MeasurementObservation","mcp1","pg/mL","phv00520362","GENERATION 3 EXAM 1, NEW OFFSPRING SPOUSE EXAM 1, AND OMNI 2 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mcp1 in blood","phv00520389","pht012881","monocyte chemoattractant protein 1 (sample type: serum)","","MeasurementObservation","mcp1","pg/mL","phv00520376","OFFSPRING EXAM 7 AND OMNI 1 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mcp1 in blood","phv00520402","pht012882","monocyte chemotactic protein 1 (sample type: serum)","","MeasurementObservation","mcp1","pg/mL","phv00520395","OFFSPRING EXAM 8 AND OMNI 1 EXAM 3","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mean arterial pressure","phv00476585","pht010744","mean arterial pressure","","MeasurementObservation","mn_art_pres","mm[Hg]","phv00476561","GENERATION 3 EXAM 2, OMNI 2 EXAM 2, AND NEW OFFSPRING SPOUSE EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mean arterial pressure","phv00476660","pht010745","mean arterial pressure","","MeasurementObservation","mn_art_pres","mm[Hg]","phv00476636","OFFSPRING EXAM 8 AND OMNI 1 EXAM 3","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mean arterial pressure","phv00476782","pht010746","mean arterial pressure - mmhg","","MeasurementObservation","mn_art_pres","mm[Hg]","phv00476758","OFFSPRING EXAM 9 AND OMNI 1 EXAM 4","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mean corpuscular hemoglobin","phv00008113","pht000031","mch (mean corpuscular hemoglobin)","","MeasurementObservation","mch","pg/{cell}","phv00008379","FHS OFFSPRING EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mean corpuscular hemoglobin","phv00227030","pht004802","mean corpuscular hemoglobin (sample type: whole blood)","pg","MeasurementObservation","mch","pg/{cell}","phv00227023","FHS OFFSPRING EXAM 9, OMNI 1 EXAM 4","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mean corpuscular hemoglobin concentration","phv00008114","pht000031","mchc (mean corpuscular hemoglobin concentration)","","MeasurementObservation","mchc","g/dL","phv00008379","FHS OFFSPRING EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mean corpuscular volume","phv00008112","pht000031","mcv (mean corpuscular volume)","","MeasurementObservation","mcv","fL","phv00008379","FHS OFFSPRING EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mmp9 in blood","phv00422412","pht006013","adam 9: disintegrin and metalloproteinase domain-containing protein 9 - 3795-6 (q13443) (sample type: citrated plasma)","","MeasurementObservation","mmp9","ng/mL","phv00275427","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mmp9 in blood","phv00462583","pht010727","mmp-9 - olink cardiovascular iii(v.6112) - p14780 - oid00568 (sample type: edta plasma)","","MeasurementObservation","mmp9","ng/mL","phv00462203","OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mmp9 in blood","phv00421857","pht006013","mmp-9: matrix metalloproteinase-9 - 2579-17 (p14780) (sample type: citrated plasma)","","MeasurementObservation","mmp9","ng/mL","phv00275427","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","mmp9 in blood","phv00462584","pht010727","mmp_9 (pf) - olink cardiovascular iii(v.6112) - p14780 - oid00568","","MeasurementObservation","mmp9","ng/mL","phv00462203","OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","monocytes count","phv00172190","pht002889","monocyte percent (sample type: whole blood)","%","MeasurementObservation","monocyte_ncnc_bld","10*3/uL","phv00172159","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","monocytes count","phv00227037","pht004802","monocyte percent (sample type: whole blood)","%","MeasurementObservation","monocyte_ncnc_bld","10*3/uL","phv00227023","FHS OFFSPRING EXAM 9, OMNI 1 EXAM 4","","","",,1,1,,0,0,0,"","","","","",""
"fhs","monocytes count","phv00008118","pht000031","monocytes","","MeasurementObservation","monocyte_ncnc_bld","10*3/uL","phv00008379","FHS OFFSPRING EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","myeloperoxidase in blood","phv00462648","pht010727","mpo (pf) - olink cardiovascular iii(v.6112) - p05164 - oid00600","","MeasurementObservation","mpo","ng/mL","phv00462203","OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","myeloperoxidase in blood","phv00462647","pht010727","mpo - olink cardiovascular iii(v.6112) - p05164 - oid00600 (sample type: edta plasma)","","MeasurementObservation","mpo","ng/mL","phv00462203","OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","myeloperoxidase in blood","phv00421858","pht006013","myeloperoxidase: myeloperoxidase - 2580-83 (p05164) (sample type: citrated plasma)","","MeasurementObservation","mpo","ng/mL","phv00275427","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","myeloperoxidase in blood","phv00520390","pht012881","myeloperozidase (sample type: serum)","","MeasurementObservation","mpo","ng/mL","phv00520376","OFFSPRING EXAM 7 AND OMNI 1 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","nt pro bnp","phv00423136","pht006013","n-terminal pro-bnp: n-terminal pro-bnp - 7655-11 (p16860) (sample type: citrated plasma)","","MeasurementObservation","nt_bnp","pg/mL","phv00275427","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","nt pro bnp","phv00462607","pht010727","nt-probnp - olink cardiovascular iii(v.6112) - na - oid00131 (sample type: edta plasma)","","MeasurementObservation","nt_bnp","pg/mL","phv00462203","OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","nt pro bnp","phv00462608","pht010727","nt_probnp (pf) - olink cardiovascular iii(v.6112) - na - oid00131","","MeasurementObservation","nt_bnp","pg/mL","phv00462203","OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","osteoprotegerin in blood","phv00462589","pht010727","opg - olink cardiovascular iii(v.6112) - o00300 - oid00571 (sample type: edta plasma)","","MeasurementObservation","opg","ng/mL","phv00462203","OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","osteoprotegerin in blood","phv00462773","pht010727","opg - olink inflammation(v.3012) - o00300 - oid00479 (sample type: edta plasma)","","MeasurementObservation","opg","ng/mL","phv00462203","OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","osteoprotegerin in blood","phv00421850","pht006013","opg: tumor necrosis factor receptor superfamily member 11b - 2526-53 (o00300) (sample type: citrated plasma)","","MeasurementObservation","opg","ng/mL","phv00275427","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","osteoprotegerin in blood","phv00462590","pht010727","opg_cv (pf) - olink cardiovascular iii(v.6112) - o00300 - oid00571","","MeasurementObservation","opg","ng/mL","phv00462203","OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","osteoprotegerin in blood","phv00462774","pht010727","opg_inf (pf) - olink inflammation(v.3012) - o00300 - oid00479","","MeasurementObservation","opg","ng/mL","phv00462203","OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","osteoprotegerin in blood","phv00520372","pht012880","osteoprotegerin (sample type: plasma)","","MeasurementObservation","opg","ng/mL","phv00520362","GENERATION 3 EXAM 1, NEW OFFSPRING SPOUSE EXAM 1, AND OMNI 2 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","osteoprotegerin in blood","phv00520391","pht012881","osteoprotegerin (sample type: plasma)","","MeasurementObservation","opg","ng/mL","phv00520376","OFFSPRING EXAM 7 AND OMNI 1 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","osteoprotegerin in blood","phv00520403","pht012882","osteoprotegerin (sample type: plasma)","","MeasurementObservation","opg","ng/mL","phv00520395","OFFSPRING EXAM 8 AND OMNI 1 EXAM 3","","","",,1,1,,0,0,0,"","","","","",""
"fhs","p-selectin in blood","phv00520374","pht012880","p-selectin (sample type: plasma)","","MeasurementObservation","pselectin","ng/mL","phv00520362","GENERATION 3 EXAM 1, NEW OFFSPRING SPOUSE EXAM 1, AND OMNI 2 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","p-selectin in blood","phv00520392","pht012881","p-selectin (sample type: plasma)","","MeasurementObservation","pselectin","ng/mL","phv00520376","OFFSPRING EXAM 7 AND OMNI 1 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","p-selectin in blood","phv00520405","pht012882","p-selectin (sample type: plasma)","","MeasurementObservation","pselectin","ng/mL","phv00520395","OFFSPRING EXAM 8 AND OMNI 1 EXAM 3","","","",,1,1,,0,0,0,"","","","","",""
"fhs","platelet count","phv00227102","pht004806","platelet count on platelet-rich plasma","{#}/mL","MeasurementObservation","platelet_ct","10*3/uL","phv00227087","FHS OMNI 1 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","platelet count","phv00024567","pht000198","platelet count on platelet-rich plasma (not whole blood)","","MeasurementObservation","platelet_ct","10*3/uL","phv00024576","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","platelet count","phv00462218","pht010727","pltp (pf) - olink cardiometabolic(v.3602) - p55058 - oid01275","","MeasurementObservation","platelet_ct","10*3/uL","phv00462203","OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","platelet count","phv00462217","pht010727","pltp - olink cardiometabolic(v.3602) - p55058 - oid01275 (sample type: edta plasma)","","MeasurementObservation","platelet_ct","10*3/uL","phv00462203","OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","potassium in blood","phv00002665","pht000017","blood analysis: serum potassium","","MeasurementObservation","potassium","mmol/L","phv00002668","FHS ORIGINAL EXAM 15","","","",,1,1,,0,0,0,"","","","","",""
"fhs","potassium in blood","phv00007955","pht000031","blood analysis: serum potassium","","MeasurementObservation","potassium","mmol/L","phv00008379","FHS OFFSPRING EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","pr interval","phv00000657","pht000009","ecg: pr interval less than 0.12 second, exam 3","","MeasurementObservation","pr_ekg","ms","phv00001036","FHS ORIGINAL EXAM 1-7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","pr interval","phv00000741","pht000009","ecg: pr interval less than 0.12 second, exam 4","","MeasurementObservation","pr_ekg","ms","phv00001036","FHS ORIGINAL EXAM 1-7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","pr interval","phv00000823","pht000009","ecg: pr interval less than 0.12 second, exam 5","","MeasurementObservation","pr_ekg","ms","phv00001036","FHS ORIGINAL EXAM 1-7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","pr interval","phv00000889","pht000009","ecg: pr interval less than 0.12 second, exam 6","","MeasurementObservation","pr_ekg","ms","phv00001036","FHS ORIGINAL EXAM 1-7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","pr interval","phv00001014","pht000009","ecg: pr interval less than 0.12 second, exam 7","","MeasurementObservation","pr_ekg","ms","phv00001036","FHS ORIGINAL EXAM 1-7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","pr interval","phv00000573","pht000009","ecg: pr interval under 0.12 second, exam 2","","MeasurementObservation","pr_ekg","ms","phv00001036","FHS ORIGINAL EXAM 1-7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","pr interval","phv00522747","pht012900","pr interval","","MeasurementObservation","pr_ekg","ms","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00006618","pht000027","ecg - ventricular conduction abnormalities iv block - complete (qrs interval = .12 seconds or greater)","","MeasurementObservation","qrs_ekg","ms","phv00006663","FHS ORIGINAL EXAM 25","","","",,1,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00006619","pht000027","ecg - ventricular conduction abnormalities iv block- incomplete (qrs interval = .10 or .11 seconds)","","MeasurementObservation","qrs_ekg","ms","phv00006663","FHS ORIGINAL EXAM 25","","","",,1,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00008659","pht000032","ecg: qrs duration between .09 and .11 seconds lvh criteria (.09 <= qrs dur <= .11)","","MeasurementObservation","qrs_ekg","ms","phv00008743","FHS OFFSPRING EXAM 3","","","",,1,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00001174","pht000010","ecg: qrs interval","","MeasurementObservation","qrs_ekg","ms","phv00001187","FHS ORIGINAL EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00008635","pht000032","ecg: qrs interval","","MeasurementObservation","qrs_ekg","ms","phv00008743","FHS OFFSPRING EXAM 3","","","",,1,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00461066","pht004813","ecg: qrs interval","","MeasurementObservation","qrs_ekg","ms","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00461942","pht010724","ecg: rates and intervals: qrs interval","","MeasurementObservation","qrs_ekg","ms","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00007052","pht000028","ecg: ventricular conduction abnormalities: complete (qrs interval = 0.12 sec or greater)","","MeasurementObservation","qrs_ekg","ms","phv00007095","FHS ORIGINAL EXAM 26","","","",,1,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00007487","pht000029","ecg: ventricular conduction abnormalities: complete (qrs interval = 0.12 sec or greater)","","MeasurementObservation","qrs_ekg","ms","phv00007534","FHS ORIGINAL EXAM 27","","","",,1,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00007053","pht000028","ecg: ventricular conduction abnormalities: incomplete (qrs interval = 0.10 or 0.11 sec)","","MeasurementObservation","qrs_ekg","ms","phv00007095","FHS ORIGINAL EXAM 26","","","",,1,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00007488","pht000029","ecg: ventricular conduction abnormalities: incomplete (qrs interval = 0.10 or 0.11 sec)","","MeasurementObservation","qrs_ekg","ms","phv00007534","FHS ORIGINAL EXAM 27","","","",,1,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00461683","pht006006","electrocardiograph - part i: rates and intervals: qrs interval","","MeasurementObservation","qrs_ekg","ms","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00522748","pht012900","qrs duration","","MeasurementObservation","qrs_ekg","ms","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","qrs interval","phv00023257","pht000149","qrs interval","","MeasurementObservation","qrs_ekg","ms","phv00023494","FHS ORIGINAL EXAM 16-18, OFFSPRING EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","qt interval","phv00003181","pht000019","ecg: qt interval","","MeasurementObservation","qt_ekg","ms","phv00003261","FHS ORIGINAL EXAM 17","","","",,1,1,,0,0,0,"","","","","",""
"fhs","qt interval","phv00008636","pht000032","ecg: qt interval","","MeasurementObservation","qt_ekg","ms","phv00008743","FHS OFFSPRING EXAM 3","","","",,1,1,,0,0,0,"","","","","",""
"fhs","qt interval","phv00023258","pht000149","qt interval","","MeasurementObservation","qt_ekg","ms","phv00023494","FHS ORIGINAL EXAM 16-18, OFFSPRING EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","qt interval","phv00522749","pht012900","qt interval","","MeasurementObservation","qt_ekg","ms","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","red blood cell count","phv00008109","pht000031","rbc","","MeasurementObservation","rdbld_ct","10*6/uL","phv00008379","FHS OFFSPRING EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","red blood cell count","phv00081029","pht001045","red blood cell count","mm3(10*3/uL)","MeasurementObservation","rdbld_ct","10*6/uL","phv00081012","FHS ORIGINAL EXAM 20 AND EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sleep hours","phv00462040","pht010724","physical activity index (pai): sleep: number of hours that you typically sleep?","h","MeasurementObservation","sleep_duration_daily","h","","","","","",,,1,1,0,0,0,"","","","","",""
"fhs","sleep hours","phv00056812","pht000397","reported elapsed time between sleep and wakening","","MeasurementObservation","sleep_duration_daily","h","phv00057982","FHS OFFSPRING AND OMNI 1 SHHS 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sleep hours","phv00055514","pht000395","sleep time in minutes used for calculating rdi only and arousal index","","MeasurementObservation","sleep_duration_daily","h","phv00056635","FHS OFFSPRING OR OMNI 1 SHHS EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sleep hours","phv00057903","pht000397","sleep time in minutes used for calculating rdi only and arousal index","","MeasurementObservation","sleep_duration_daily","h","phv00057982","FHS OFFSPRING AND OMNI 1 SHHS 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sleep hours","phv00055515","pht000395","sleep time in minutes when entire sleep was captured","","MeasurementObservation","sleep_duration_daily","h","phv00056635","FHS OFFSPRING OR OMNI 1 SHHS EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sleep hours","phv00057904","pht000397","sleep time in minutes when entire sleep was captured","","MeasurementObservation","sleep_duration_daily","h","phv00057982","FHS OFFSPRING AND OMNI 1 SHHS 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sleep hours","phv00461263","pht004813","sleep: number of hours that you typically sleep?","h","MeasurementObservation","sleep_duration_daily","h","","","","","",,,1,1,0,0,0,"","","","","",""
"fhs","sleep hours","phv00056473","pht000395","total sleep time","","MeasurementObservation","sleep_duration_daily","h","phv00056635","FHS OFFSPRING OR OMNI 1 SHHS EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sleep hours","phv00523317","pht012902","total sleep time (min)","","MeasurementObservation","sleep_duration_daily","h","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","sodium in blood","phv00002666","pht000017","blood analysis: red cell sodium","","MeasurementObservation","sodium_blood","mmol/L","phv00002668","FHS ORIGINAL EXAM 15","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sodium in blood","phv00002664","pht000017","blood analysis: serum sodium","","MeasurementObservation","sodium_blood","mmol/L","phv00002668","FHS ORIGINAL EXAM 15","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sodium in blood","phv00007954","pht000031","blood analysis: serum sodium","","MeasurementObservation","sodium_blood","mmol/L","phv00008379","FHS OFFSPRING EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sodium in blood","phv00008101","pht000031","sodium","","MeasurementObservation","sodium_blood","mmol/L","phv00008379","FHS OFFSPRING EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00157001","pht002150","derived field: nutrient value - sodium","mg","MeasurementObservation","sodium_intak","mg/d","phv00157296","FHS GENERATION 3 EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00162361","pht002350","derived field: nutrient value - sodium","mg","MeasurementObservation","sodium_intak","mg/d","phv00162112","FHS OFFSPRING EXAM 8","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00172710","pht002900","derived field: nutrient value - sodium","mg","MeasurementObservation","sodium_intak","mg/d","phv00172393","FHS GENERATION 3, NEW OFFSPRING SPOUSE, OMNI 2 EXAM 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00477169","pht010751","derived field: nutrient value - sodium","","MeasurementObservation","sodium_intak","mg/d","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00477732","pht010752","derived field: nutrient value - sodium","","MeasurementObservation","sodium_intak","mg/d","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00478295","pht010753","derived field: nutrient value - sodium","","MeasurementObservation","sodium_intak","mg/d","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00068636","pht000681","derived field: nutrient value - sodium, (mg)","mg","MeasurementObservation","sodium_intak","mg/d","phv00068713","FHS OFFSPRING EXAM 6","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00068753","pht000682","derived field: nutrient value - sodium, (mg)","mg","MeasurementObservation","sodium_intak","mg/d","phv00069162","FHS OFFSPRING EXAM 7","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00070229","pht000680","derived field: nutrient value - sodium, (mg)","mg","MeasurementObservation","sodium_intak","mg/d","phv00068241","FHS OFFSPRING EXAM 5","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00157335","pht002151","derived field: nutrient value - sodium, (mg)","mg","MeasurementObservation","sodium_intak","mg/d","phv00157771","FHS ORIGINAL EXAM 20","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00157809","pht002152","derived field: nutrient value - sodium, (mg)","mg","MeasurementObservation","sodium_intak","mg/d","phv00158091","FHS ORIGINAL EXAM 21","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00158129","pht002153","derived field: nutrient value - sodium, (mg)","mg","MeasurementObservation","sodium_intak","mg/d","phv00158540","FHS ORIGINAL EXAM 22","","","",,1,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00523566","pht012909","sodium (mg)","","MeasurementObservation","sodium_intak","mg/d","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00478925","pht010754","sodium mg","","MeasurementObservation","sodium_intak","mg/d","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","sodium intake","phv00524306","pht012910","sodium mg","","MeasurementObservation","sodium_intak","mg/d","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523416","pht012903","% events at spo2 level 34-30","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523418","pht012903","% events at spo2 level 39-35","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523413","pht012903","% events at spo2 level 44-40","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523410","pht012903","% events at spo2 level 49-45","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523411","pht012903","% events at spo2 level 54-50","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523408","pht012903","% events at spo2 level 59-55","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523405","pht012903","% events at spo2 level 64-60","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523404","pht012903","% events at spo2 level 69-65","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523401","pht012903","% events at spo2 level 74-70","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523380","pht012903","% events at spo2 level 79-75","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523379","pht012903","% events at spo2 level 84-80","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523378","pht012903","% events at spo2 level 89-85","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523422","pht012903","% events at spo2 level 94-90","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523420","pht012903","% events at spo2 level 99-95","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523424","pht012903","% time below spo2 level 100","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523474","pht012903","% time below spo2 level 35","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523473","pht012903","% time below spo2 level 40","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523472","pht012903","% time below spo2 level 45","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523438","pht012903","% time below spo2 level 50","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523436","pht012903","% time below spo2 level 55","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523431","pht012903","% time below spo2 level 60","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523434","pht012903","% time below spo2 level 65","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523430","pht012903","% time below spo2 level 70","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523428","pht012903","% time below spo2 level 75","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523383","pht012903","% time below spo2 level 80","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523382","pht012903","% time below spo2 level 85","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523381","pht012903","% time below spo2 level 90","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523426","pht012903","% time below spo2 level 95","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523461","pht012903","average low % spo2","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523462","pht012903","average low % spo2 < 88%","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523452","pht012903","average spo2 event duration (sec)","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523440","pht012903","basal % spo2","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523377","pht012903","minimum spo2 (%)","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00056500","pht000395","oxygen saturation < 70% for > 10% tst","","MeasurementObservation","spo2","%","phv00056635","FHS OFFSPRING OR OMNI 1 SHHS EXAM 1","","","",,1,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00057872","pht000397","oxygen saturation < 70% for > 10% tst","","MeasurementObservation","spo2","%","phv00057982","FHS OFFSPRING AND OMNI 1 SHHS 2","","","",,1,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523415","pht012903","second % events at spo2 level 34-30","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
"fhs","spo2","phv00523417","pht012903","second % events at spo2 level 39-35","","MeasurementObservation","spo2","%","","","","","",,,1,,0,0,0,"","","","","",""
